name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi
Tropical Smoothie Cafe,Tropical Smoothie Cafe,Restaurant,7660 W Cheyenne Ave,Las Vegas,Nevada,89129,50,0,121,a3vug2R5PvBCmzr6KU5RnA,Northwest,2.5,131,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Tropical Smoothie Cafe,Tropical Smoothie Cafe,Restaurant,7660 W Cheyenne Ave,Las Vegas,Nevada,89129,50,0,121,UGy0QULAPPRcOUJQSiRmGQ,Northwest,3.0,94,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,1,Null,Null,Null,1,1,0,Null,1,Null,1,0
Tropical Smoothie Cafe,Tropical Smoothie Cafe,Restaurant,3390 Novat St 110,Las Vegas,Nevada,89129,23,50,71,a3vug2R5PvBCmzr6KU5RnA,Northwest,2.5,131,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Tropical Smoothie Cafe,Tropical Smoothie Cafe,Restaurant,3390 Novat St 110,Las Vegas,Nevada,89129,23,50,71,UGy0QULAPPRcOUJQSiRmGQ,Northwest,3.0,94,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,1,Null,Null,Null,1,1,0,Null,1,Null,1,0
Tacos El Nopal,Tacos El Nopal,Restaurant,4200 W Russell Rd 115,Las Vegas,Nevada,89118,93,18,264,rI1wtjri4NhO3V-hCsMCiA,,3.0,15,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,0,Null,Null,1,Null,Null,Null,0,0,Null,1,1,1,0,1,1,Null,1,1
Vanguard Lounge,Vanguard Lounge,Bar / Tavern,516 Fremont St,Las Vegas,Nevada,89101,23,9,46,rTx5vu0zuhggAbgsx1uVtA,Downtown,4.0,188,Null,Null,2,1,Null,Null,3,0,0,1,1,Null,Null,0,Null,Null,1,Null,1,Null,Null,Null,1,1,1,1,Null,1,Null,Null,Null,1,2,0,Null,Null,1,1,0
Little Caesars Pizza,LITTLE CAESARS PIZZA,Restaurant,1155 E Twain Ave,Las Vegas,Nevada,89169,76,75,143,txeee1LquHOaroqXodi4UQ,Eastside,2.0,14,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Chipotle Mexican Grill,Chipotle Mexican Grill,Restaurant,2546 E Craig Rd,North Las Vegas,Nevada,89030,33,96,76,bU9RYLrF77bxO2pSA0Ba7Q,,4.0,8,Null,Null,Null,0,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,1,0,Null,0,1,2,0,Null,1,Null,Null,Null
Sushi Twister,Y & T Bro LLC,Restaurant,5566 Boulder Hwy,Las Vegas,Nevada,89122,98,133,210,MXC9pwIxovWUc9yu1F8OxA,Eastside,4.0,496,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Perk Up Coffee Shop,Perk Up Coffee Shop,Restaurant,11370 Southern Highlands Pkwy 100,Las Vegas,Nevada,89141,24,30,49,x71EvWJDVKZfM-OiYDWZ6A,Southwest,4.0,151,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,0,Null,Null,Null,1,Null,Null,1,3,Null,Null,0,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Trattoria Nakamura-Ya,Trattoria Nakamura-Ya,Restaurant,5040 W Spring Mountain Rd 5,Las Vegas,Nevada,89146,45,71,76,6H8xfhoZ2IGa3eNiY5FqLA,Chinatown,4.5,414,Null,Null,1,1,Null,Null,Null,0,0,1,1,Null,0,Null,Null,Null,0,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Salvadoreno Restaurant,Salvadoreno Restaurant,Restaurant,720 N Main St,Las Vegas,Nevada,89101,37,96,75,ydUk0peVAOgiYq1l3U5SaQ,,4.0,50,Null,Null,1,1,Null,Null,Null,0,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Diamond China Restaurant,Diamond China Restaurant,Restaurant,3909 W Sahara Ave #9,Las Vegas,Nevada,89102,119,0,272,M990h0-4g-wpJN-qlnqFAg,Westside,3.0,45,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,Null,0
New Day Cafe,NEW DAY CAFE,Restaurant,7815 S Rainbow Blvd 102,Las Vegas,Nevada,89139,12,24,29,Ea04rGA3H-ZqY1nHLpI2FQ,Southwest,3.0,42,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Great Harvest Bread Company,Great Harvest Bread Co,Restaurant,10180 W Tropicana Ave,Las Vegas,Nevada,89147,60,76,149,ZgPnRzWjQR5NtiauGBww7g,South Summerlin,4.0,103,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Berry Blendz,Berry Blendz,Snack Bar,7175 W Lake Mead Blvd 140,Las Vegas,Nevada,89128,47,87,110,slVkMoNTCGI2rOhMaL5u5A,,4.0,133,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,0
Chicken Now,Chicken Now @ LV OUTLET CENTER,Restaurant,7400 Las Vegas Blvd,Las Vegas,Nevada,89123,23,27,51,4uMs5UbtIAaHhuKQlQhXEQ,Southeast,3.5,28,Null,Null,Null,0,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,Null,Null,0,0,Null,0,1,2,0,Null,1,Null,Null,Null
Chicken Now,LV Outlet Center - Chicken Now,Restaurant,7400 Las Vegas Blvd,Las Vegas,Nevada,89123,83,90,172,4uMs5UbtIAaHhuKQlQhXEQ,Southeast,3.5,28,Null,Null,Null,0,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,Null,Null,0,0,Null,0,1,2,0,Null,1,Null,Null,Null
Flame Kabob,Flame Kabob,Restaurant,6350 W Charleston Blvd,Las Vegas,Nevada,89146,6,27,51,vsGqvLu4OlL2GDmPWSVx_w,Westside,4.5,7,Null,Null,0,0,Null,Null,Null,Null,Null,1,5,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,0,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Roberto's Taco Shop,ROBERTO'S TACO SHOP,Restaurant,6355 E RUSSELL,Las Vegas,Nevada,89122,111,156,267,QIn3PuGUkinSibUn-NsljQ,,2.5,17,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,0,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,ROBERTO'S TACO SHOP,Restaurant,6355 E RUSSELL,Las Vegas,Nevada,89122,111,156,267,5fpXjlC71y_mKORnPdX5zA,,2.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,Null,Null,Null,Null,Null,1,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Roberto's Taco Shop,ROBERTO'S TACO SHOP,Restaurant,6355 E RUSSELL,Las Vegas,Nevada,89122,111,156,267,apATPHcdiWr-Tgywu6mvHg,Southeast,2.5,36,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Panda Express,Panda Express @ RED ROCK,Restaurant,11011 W Charleston Blvd,Las Vegas,Nevada,89135,20,91,38,uTn8bL6sabHD2916u5mvkA,South Summerlin,3.5,34,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Panda Express,Panda Express @ RED ROCK,Restaurant,11011 W Charleston Blvd,Las Vegas,Nevada,89135,20,91,38,wKI0q-WkPi0N3Mk_T3frmQ,South Summerlin,3.0,22,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,0,Null,1,1,Null,Null,0,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Polish Deli,Polish Deli & Market,Restaurant,5900 W Charleston Blvd 4,Las Vegas,Nevada,89146,15,30,27,#NAME?,Westside,4.5,34,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,0,0,1,0,0,1,Null,1,0
Pizza Patron,Pizza Patron,Restaurant,2885 E Charleston Blvd,Las Vegas,Nevada,89104,10,15,25,CcMi0EM4KFqa_4hVe1oN3g,Downtown,2.0,3,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
Pizza Patron,Pizza Patron,Restaurant,2885 E Charleston Blvd,Las Vegas,Nevada,89104,10,15,25,9Y0dDkFEe_spzPqccq2hIw,Downtown,3.5,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null
Pizza Patron,Pizza Patron,Restaurant,2305 E Sahara Ave F,Las Vegas,Nevada,89104,38,21,81,CcMi0EM4KFqa_4hVe1oN3g,Downtown,2.0,3,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
Pizza Patron,Pizza Patron,Restaurant,2305 E Sahara Ave F,Las Vegas,Nevada,89104,38,21,81,9Y0dDkFEe_spzPqccq2hIw,Downtown,3.5,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null
Pho Saigon,PHO SAIGON - DELETED,Restaurant,6820 SPRING MOUNTAIN,Las Vegas,Nevada,89146,54,90,125,03icrim6SfEQJlejDMbzsA,Chinatown,4.0,108,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,1,1,1,Null,1,1
McDonald's,MCDONALDS,Restaurant,4135 S GRAND CANYON,Las Vegas,Nevada,89147,22,30,39,4s_kb5VXnx96fEJLZ_AkIQ,Spring Valley,3.5,25,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,1,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
McDonald's,MCDONALDS,Restaurant,4135 S GRAND CANYON,Las Vegas,Nevada,89147,22,30,39,T6VKCBhHojQkCWp_IYO24w,Spring Valley,2.0,40,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,3,Null,Null,1,Null,Null,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Pad Thai Restaurant,Pad Thai Restaurant,Restaurant,860 S Rancho Dr,Las Vegas,Nevada,89106,14,0,33,QCe_OTC_9Vf5-oQuflQH7Q,,3.0,87,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0
Pad Thai Restaurant,Pad Thai Restaurant,Restaurant,850 S Rancho Dr,Las Vegas,Nevada,89106,136,28,262,QCe_OTC_9Vf5-oQuflQH7Q,,3.0,87,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,1,1,Null,Null,0
Heaven's Cookie & Creations,HEAVEN'S COOKIE & CREATIONS,Bakery Sales,3370 S Hualapai Way 145,Las Vegas,Nevada,89117,2,4,4,wPxrC9l4c4IGgLVancQzgA,South Summerlin,4.0,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null
Rosati's Pizza,Rosati's Pizza,Restaurant,430 E Silverado Ranch Blvd 110,Las Vegas,Nevada,89123,50,69,97,9wNrqTeoEepFSbFu4QLuUQ,Southeast,3.5,61,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,1,1,Null,Null,1
Diamond Cabaret,Diamond Cabaret,Snack Bar,3177 S Highland Dr,Las Vegas,Nevada,89109,24,9,45,mF5L7qVH829Ow68Lz8PMNg,,1.5,21,Null,Null,0,1,Null,Null,3,1,Null,1,1,Null,Null,1,Null,Null,Null,Null,1,Null,Null,Null,0,1,1,1,Null,0,Null,Null,Null,1,4,Null,Null,Null,1,1,Null
Mimi's Cafe,Mimi's Cafe,Restaurant,1121 S Fort Apache Rd,Las Vegas,Nevada,89117,42,8,109,3FlWR_osNPb8dcqLgHebHw,Westside,3.0,252,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
Greek American Grille,Greek American Grille,Restaurant,4860 W Flamingo Rd,Las Vegas,Nevada,89103,3,20,20,UiBRXZKRV9EpU9EpERZIFw,,4.0,19,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,1,0,Null,1,1,1,0,0,1,Null,1,Null
L & L Hawaiian Barbecue,L & L Hawaiian Barbecue,Restaurant,10860 W Charleston Blvd,Las Vegas,Nevada,89135,130,198,310,8L_eeOwZryvlUEO42Zq8nQ,Summerlin,3.5,115,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Joe's Crab Shack,Joe's Crab Shack,Restaurant,4250 E Sunset Rd,Henderson,Nevada,89014,56,108,97,hPtLBHnfTjIefcnwZh48jA,Eastside,3.5,31,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,2,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
El Triunfo Restaurant,El Triunfo Restaurant,Restaurant,4450 E Charleston Blvd,Las Vegas,Nevada,89104,106,165,333,DX690eOaqO7CK2Qr6__rMQ,Sunrise,4.0,9,Null,Null,1,0,Null,Null,Null,Null,Null,0,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,Null,1,Null,Null,Null
Angelina's Italian Grill,Angelina's Italian Grill,Restaurant,5611 S Valley View Blvd 100,Las Vegas,Nevada,89118,11,32,41,t8w-NFL8B9E2IdOqj5MQng,,4.0,4,Null,Null,Null,0,Null,Null,Null,Null,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,1,0,Null,1,Null,1,Null,1,1,Null,Null,0
Elevation Burger,Elevation Burger,Restaurant,5130 S Fort Apache 240,Las Vegas,Nevada,89148,1,3,3,_7kVnn5_19ckuFPS9PCrpQ,Spring Valley,3.5,85,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Krung Thai Restaurant,Krung Thai Restaurant,Restaurant,4130 S Decatur Blvd,Las Vegas,Nevada,89103,39,3,55,3ZHyw0d8mk0HOEP7v4fW1A,,4.0,220,Null,Null,1,1,Null,2,Null,1,Null,1,1,Null,1,Null,1,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,1,1,1,Null,1,1
Burger King,Travel Center,Restaurant,8050 Dean Martin Dr,Las Vegas,Nevada,89139,46,58,96,XBIaV-NJ-OxyAd_rsiBr2A,Southwest,1.5,10,Null,Null,Null,0,Null,Null,Null,Null,Null,1,Null,Null,0,Null,Null,Null,Null,0,Null,1,0,Null,Null,0,Null,Null,Null,Null,0,Null,0,1,1,0,0,1,Null,Null,Null
Lakes Lounge,Lakes Lounge,Bar / Tavern,2920 Lake East Dr,Las Vegas,Nevada,89117,19,6,26,gBy6UXTpoSHhW6qd15XU0g,The Lakes,4.0,200,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Lee's Sandwiches,CTR@SPR MTN-Lee's Sandwiches,Restaurant,3989 Spring Mountain Rd,Las Vegas,Nevada,89102,57,78,147,qkyCuFJF2Uboh6n2Lmuwlg,Chinatown,3.0,687,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Lee's Sandwiches,LEE'S SANDWICHES,Restaurant,3989 Spring Mountain Rd,Las Vegas,Nevada,89102,2,0,0,qkyCuFJF2Uboh6n2Lmuwlg,Chinatown,3.0,687,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Port of Subs,PORT OF SUBS #84,Restaurant,1306 W Craig Rd,North Las Vegas,Nevada,89032,31,33,46,izvmwI3kSYIt-a6vA4gUMw,,3.0,19,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
Golden Spoon Frozen Yogurt,Golden Spoon Frozen Yogurt,Snack Bar,7170 N Durango Dr,Las Vegas,Nevada,89149,27,0,59,HbN0Qx_4QnzPcVNZy9PUVA,Centennial,3.5,44,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,0
Winchell's Donut House,Winchell Donut House,Restaurant,3307 S Jones Blvd,Las Vegas,Nevada,89146,90,144,185,QcdKTLeP3J5Ki-fVcPZkfA,Westside,4.0,45,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Papa Murphy's,PAPA MURPHY'S TAKE N BAKE PIZZA,Restaurant,4900 W Craig Rd 4,Las Vegas,Nevada,89130,32,54,61,OwL4BM7GchsxBXxWrkmmqw,Northwest,3.0,22,Null,Null,0,1,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Round Table Pizza,Round Table Pizza,Restaurant,9350 W Sahara Ave,Las Vegas,Nevada,89117,42,54,100,24f5ie972m_bYpirVW-dZA,Westside,3.5,10,Null,Null,1,0,Null,Null,Null,Null,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,2,Null,0,0,Null,1,1,2,0,0,1,Null,1,Null
Chinatown Cuisine,Chinatown Cuisine,Restaurant,2000 E Charleston Blvd,Las Vegas,Nevada,89104,94,84,244,i5vy3X8WBjQ-F7P8HqC7KA,Downtown,4.5,5,Null,Null,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,1,Null,Null,Null,Null,Null,1,1,0,1,1,Null,Null,0
Del Mar Deli,South Point Hotel - Del Mar Deli,Restaurant,9777 Las Vegas Blvd,Las Vegas,Nevada,89183,26,64,77,sUMi2q41l4AzOsmJMRY8zQ,Southeast,3.5,133,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,2,Null,0,0,Null,0,1,2,0,0,1,Null,1,1
Teriyaki Madness,Teriyaki Madness,Restaurant,7481 W Lake Mead Blvd,Las Vegas,Nevada,89128,57,55,193,WSGHEQdcdbBWXDpna99EiQ,,3.5,119,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Tropical Smoothie Cafe,Tropical Smoothie Cafe,Restaurant,6350 W Charleston Blvd,Las Vegas,Nevada,89146,37,94,84,wqFkAsxYPA5tcdSkYMtrrw,Westside,2.5,67,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Baja Fresh,Baja Fresh,Restaurant,4343 N Rancho Dr,Las Vegas,Nevada,89130,121,132,245,f5sSn5cO4t6mF_mdnzKkyA,Northwest,2.5,29,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,Null,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,8580 W Lake Mead Blvd,Las Vegas,Nevada,89128,53,6,122,6-lmL3sC-axuh8y1SPSiqg,Summerlin,3.5,75,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Cookie Bouquets,Cookie Bouquets,Caterer,5643 W Charleston Blvd,Las Vegas,Nevada,89146,3,6,6,D0lM6bi-sovThoQdRVGgGg,Westside,3.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Northside Nathan's,Northside Nathan's,Restaurant,9320 W Flamingo Rd,Las Vegas,Nevada,89147,14,48,36,GdE5ZF7XMDyjwBVB_5qszA,Spring Valley,4.0,27,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,1,1,2,0,0,1,Null,1,1
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4430 E Washington Ave,Las Vegas,Nevada,89110,57,70,138,2nEhcvxBZk2W4x_fi0cYxw,Sunrise,2.5,13,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,1,Null,1,1,Null,Null,0,Null,1,Null,0,0,1,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4430 E Washington Ave,Las Vegas,Nevada,89110,57,70,138,Rgmy8WQEaBMCd4BMdl0SIQ,Sunrise,2.0,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,0,Null,0,1,1,0,Null,1,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4430 E Washington Ave,Las Vegas,Nevada,89110,57,70,138,LA9j7bDQLkDmLspdHwL3Bg,Sunrise,4.0,16,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,241 N Nellis Blvd,Las Vegas,Nevada,89110,36,92,95,2nEhcvxBZk2W4x_fi0cYxw,Sunrise,2.5,13,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,1,Null,1,1,Null,Null,0,Null,1,Null,0,0,1,0,1,1,0,0,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,241 N Nellis Blvd,Las Vegas,Nevada,89110,36,92,95,Rgmy8WQEaBMCd4BMdl0SIQ,Sunrise,2.0,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,0,Null,0,1,1,0,Null,1,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,241 N Nellis Blvd,Las Vegas,Nevada,89110,36,92,95,LA9j7bDQLkDmLspdHwL3Bg,Sunrise,4.0,16,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Mix Zone Cafe,MIX ZONE CAFE,Restaurant,2202 W CHARLESTON,Las Vegas,Nevada,89102,68,120,143,oYWixgv1kiPV1j02TYzaPA,Downtown,3.0,97,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,1,1
Dee's Donuts,Dee's Donuts,Restaurant,8680 W Warm Springs Rd,Las Vegas,Nevada,89148,23,45,48,mVIU34pAjLCmRpftGPaH1A,Southwest,4.0,32,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null
