RestaurantName,LocationName,CategoryName,Address,City,State,Zip,Violations,CurrentDemerits,InspectionDemerits
THRIVE @ SHOPS AT SUMMERLIN,THRIVE HEALTH BAR - DOWNTOWN SUMMERLIN,Restaurant,1870 FESTIVAL PLAZA Dr,Las Vegas,Nevada,89135,10,0.0,20.0
CHEW & CHUG @ HAWAIIAN MARKETPLACE,CHEW & CHUG @ HAWAIIAN MARKETPLACE,Restaurant,3743 S LAS VEGAS,Las Vegas,Nevada,89109,3,8.0,8.0
WYNN SERVICE BAR 2,WYNN HOTEL & CASINO,Bar / Tavern,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,12,24.0,15.0
CITIZENS GARDE MANGER,CITIZENS KITCHEN & BAR @ MANDALAY BAY,Garde Manger,3950 S LAS VEGAS Blvd,Las Vegas,Nevada,89119,19,0.0,41.0
Burger King #11507,Burger King #11507,Restaurant,8600 W Cheyenne Ave,Las Vegas,Nevada,89129-7260,34,36.0,59.0
WYNN WING LEI WOK KITCHEN,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,15,0.0,21.0
BEER PARK TERRACE INDOOR KITCHEN,PARIS - HEXX/BEER PARK,Restaurant,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,3,0.0,6.0
Ichabods Restaurant,Ichabods Restaurant & Lounge,Restaurant,3300 E Flamingo Rd,Las Vegas,Nevada,89121-4307,61,6.0,122.0
Homewood Suites Continental Breakfast,Homewood Suites - Hilton,Restaurant,10450 S Eastern Ave,Henderson,Nevada,89052-3957,42,69.0,107.0
BELLAGIO MONET 1 PANTRY,BELLAGIO HOTEL & CASINO,Pantry,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,15,0.0,13.0
Mulligan's Border Bar,Mulligan's Border Bar & Grill,Bar / Tavern,1235 E Pebble Rd,Las Vegas,Nevada,89123-5340,15,3.0,22.0
SBS/TMC CONCOURSE PORTABLE BAR #4,SAM BOYD STADIUM,Portable Unit,7000 RUSSELL,Las Vegas,Nevada,89122,5,3.0,12.0
LA SOMBRITA RESTAURANT,LA SOMBRITA RESTAURANT,Restaurant,671 N Nellis Blvd,Las Vegas,Nevada,89110,23,24.0,59.0
ARIA CAFE HOT LINE STATION A,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,10,24.0,24.0
DEM NOLES BOIS BBQ - DELETED,DEM NOLES BOIS,Barbeque,6101 VEGAS,Las Vegas,Nevada,89108,1,0.0,0.0
PIZZA HUT @ RIVERSIDE,PIZZA HUT @ RIVERSIDE CASINO,Snack Bar,1650 S Casino Dr,Laughlin,Nevada,89029-1512,24,30.0,60.0
SLS EDR HOTLINE 2,SLS LAS VEGAS,Special Kitchen,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,12,0.0,34.0
OTHER MAMA,OTHER MAMA,Restaurant,3655 S DURANGO Dr 5/6,Las Vegas,Nevada,89147,20,35.0,32.0
FIVE STAR LIQUOR SAMPLING,FIVE STAR LIQUOR,Grocery Store Sampling,5003 SWENSON,Las Vegas,Nevada,89119,2,3.0,3.0
TMA - MC11 FROZEN DRINK BAR & KEG COOLER,LEVY @ T-MOBILE ARENA,Bar / Tavern,3780 S LAS VEGAS,Las Vegas,Nevada,89109,1,0.0,0.0
Siena Italian Authentic Trattoria Lge,Siena Italian Auth Trattoria Bkry,Bar / Tavern,9500 W Sahara Ave,Las Vegas,Nevada,89117-5301,16,30.0,29.0
ARIA SALON PRIVE SERVICE BAR #6,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,21,0.0,41.0
A LARGE DOG BUFFET,A LARGE DOG @ BALLYS,Buffet,3645 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,6,0.0,3.0
BALLYS INDIGO LOUNGE,BALLY'S GRAND HOTEL,Bar / Tavern,3645 S Las Vegas Blvd,Las Vegas,Nevada,89114,36,90.0,71.0
9TH BRIDGE CHILDCARE KITCHEN,9TH BRIDGE SCHOOL,Childcare Kitchens,310 S 9TH St,Las Vegas,Nevada,89101,5,3.0,6.0
HARD ROCK MAGIC MIKE'S LIVE BASEMENT BAR,HARD ROCK HOTEL & CASINO,Bar / Tavern,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,2,8.0,8.0
JACKPOT JOANIE'S,JACKPOT JOANIE'S RF,Bar / Tavern,4012 S RAINBOW,Las Vegas,Nevada,89103,9,8.0,17.0
CIRCUS EDR SALAD / BEVERAGE STN,CIRCUS CIRCUS CASINO,Special Kitchen,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,1,3.0,3.0
JOE MAXX COFFEE COMPANY,JOE MAXX COFFEE COMPANY,Restaurant,500 E WARM SPRINGS 175,Las Vegas,Nevada,89123,3,8.0,8.0
CHEWY BOBA,CHEWY BOBA,Snack Bar,4632-34 S MARYLAND 19,Las Vegas,Nevada,89119,16,10.0,36.0
CASA DON JUAN III,CASA DON JUAN III,Restaurant,"3460 E SUNSET F,G",Las Vegas,Nevada,89120,13,9.0,24.0
DOTTY'S #44 SNACK BAR,DOTTY'S #44,Snack Bar,9755 W Russell Rd,Las Vegas,Nevada,89148-5533,9,0.0,15.0
CENTERPLATE SOUTH KITCHEN DISHROOM & STORAGE SH,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE Rd,Las Vegas,Nevada,89109,1,0.0,0.0
CAESARS PERONI PORTABLE BAR DELETED,CAESARS PALACE HOTEL & CASINO,Portable Unit,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,1,0.0,0.0
CENTERPLATE GOURMET GRILL #2 S3,CENTERPLATE @ CONVENTION CENTER,Restaurant,3150 PARADISE,Las Vegas,Nevada,89109,10,35.0,32.0
McDonald's Stanollie #10764,McDonalds Stanollie,Restaurant,3229 Losee Rd,North Las Vegas,Nevada,89030-3303,29,0.0,56.0
Burger King #6927,Aquarius Resort & Casino,Restaurant,1900 S Casino Dr,Laughlin,Nevada,89029-1513,1,4.0,4.0
Ballpark Lounge,Ballpark Lounge,Bar / Tavern,7380 S Eastern Ave 101,Las Vegas,Nevada,89123-1550,5,3.0,13.0
Jack in the Box #7202,Jack in the Box #7202,Restaurant,800 N Decatur Blvd,Las Vegas,Nevada,89107-1914,15,18.0,47.0
CAESARS STRIP SIDE CAFE SNACK BAR,CAESARS PALACE HOTEL & CASINO,Snack Bar,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,18,56.0,39.0
Fort Cheyenne Casino & Event,Fort Cheyenne Casino,Portable Unit,2428 E Cheyenne Ave,North Las Vegas,Nevada,89030-8427,10,0.0,12.0
El Pollo Loco #6047,El Pollo Loco #6047,Restaurant,690 E Horizon Dr,Henderson,Nevada,89015-8438,15,30.0,29.0
Gaylord of India Restaurant,Rio Hotel & Casino,Restaurant,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,12,4.0,42.0
Port of Subs,Port of Subs,Restaurant,9101 W Sahara Ave,Las Vegas,Nevada,89117-5772,11,30.0,17.0
INDIA OVEN BUFFET,INDIA OVEN,Buffet,2218 S Paradise Rd,Las Vegas,Nevada,89104-2547,10,0.0,31.0
America's Best Gourmet Coffee #1,America's Best Gourmet Coffee Comp,Food Trucks / Mobile Vendor,58 N 30th St,Las Vegas,Nevada,89110,4,0.0,3.0
Capriotti's Sandwich Shop #40,Capriottis,Restaurant,90 S Stephanie St #140,Henderson,Nevada,89012-5573,16,48.0,47.0
Jackson Family Market - Snack Bar DEL 11/8/13,Jackson Family Market,Snack Bar,1218 D St,Las Vegas,Nevada,89106-3112,34,225.0,108.0
KINNAREE THAI AND VEGETARIAN - DELETED 5/19/16 PK,KINNAREE THAI AND VEGETARIAN,Restaurant,7365 W Sahara Ave B/C,Las Vegas,Nevada,89117,24,63.0,42.0
Island Breeze,Island Sushi & Grill,Food Trucks / Mobile Vendor,9400 S Eastern Ave 103,Las Vegas,Nevada,89123-7936,2,0.0,1.0
CLARION BAR - DELETED,CLARION HOTEL & CASINO,Bar / Tavern,305 CONVENTION CENTER Dr,Las Vegas,Nevada,89109,21,0.0,36.0
Villaggio Conference Center,Montelago Village-Lake Las Vegas,Caterer,30 via Brianza,Henderson,Nevada,89011-3631,10,0.0,22.0
Alfonso's Mexican Food,Alfonso's Mexican Food,Restaurant,5725 Losee Rd 100,North Las Vegas,Nevada,89081-2516,25,24.0,94.0
Du Pars Restaurant & Bakery Deli,DU PARS RESTAURANT & BAKERY @ GOLDEN GATE,Restaurant,1 Fremont St,Las Vegas,Nevada,89101-5601,8,18.0,26.0
Wine 5 Cafe - deleted 6/1/16 gt,Wine 5 Cafe,Restaurant,3250 N Tenaya Way,Las Vegas,Nevada,89129-7430,38,104.0,79.0
Dita's Quick Service Restaurant,DITA'S QUICK SERVICE RESTAURANT,Restaurant,5117 W Charleston Blvd,Las Vegas,Nevada,89146,1,1.0,1.0
808 TAPAS,808 TAPAS,Restaurant,9350 W SAHARA Ave 150,Las Vegas,Nevada,89110,8,9.0,16.0
BAR,HACIENDA DEL REY VEGAS,Bar / Tavern,2797 S MARYLAND Pkwy 1,Las Vegas,Nevada,89109,8,0.0,11.0
MANHATTAN STREETS (NEW LOCATION),MANHATTAN STREETS @ HARMON CENTER,Restaurant,3717 S LAS VEGAS Blvd 203,Las Vegas,Nevada,89109,6,9.0,9.0
KRAVE MASSIVE 1ST FLOOR THEMED ROOM BAR,KRAVE MASSIVE,Bar / Tavern,450 FREMONT 370,Las Vegas,Nevada,89101,2,6.0,6.0
GOLDEN GATE - FLAIR PLATFORM,Golden Gate Hotel & Casino,Bar / Tavern,1 Fremont St,Las Vegas,Nevada,89101-5601,4,12.0,0.0
TACOS LA DONA PUSF,TACOS LA DONA,Portable Unit,4561 E Bonanza Rd,Las Vegas,Nevada,89110-6303,7,24.0,20.0
"BREWERY RESTAURANT, THE","BREWERY, THE",Restaurant,3088 E SUNSET Rd,Las Vegas,Nevada,89120,12,24.0,22.0
LATIN FUSION GRILL MOBILE,LATIN FUSION GRILL MOBILE,Food Trucks / Mobile Vendor,3850 E DESERT INN Rd,Las Vegas,Nevada,89121,1,0.0,0.0
STRATOSPHERE COMMISSARY KITCHEN,STRATOSPHERE HOTEL & CASINO,Special Kitchen,2000 S Las Vegas Blvd,Las Vegas,Nevada,89104-2507,23,8.0,36.0
Rainbow Dreams Academy Kitchen,Rainbow Dreams Educational Foundation,Elementary School Kitchen,950 W Lake Mead Blvd,Las Vegas,Nevada,89106-2339,2,0.0,0.0
CAPRIOTTI'S SANDWICH SHOP,CAPRIOTTI'S SANDWICH SHOP - CRAIG,Restaurant,1311 W Craig Rd E,North Las Vegas,Nevada,89032-0252,56,9.0,169.0
Aliante Buffet Asian,Aliante Hotel & Casino,Banquet Support,7300 Aliante Pkwy,North Las Vegas,Nevada,89084,22,15.0,52.0
PALAZZO CABANA #2 SERVICE BAR,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,18,48.0,30.0
HEALTH BINGE,HEALTH BINGE,Restaurant,8025 FARM Rd,Las Vegas,Nevada,89131,2,8.0,8.0
Quality Food Service Mobile #8,Quality Food Service,Food Trucks / Mobile Vendor,29 N 30Th St,Las Vegas,Nevada,89101-4901,32,170.0,84.0
HASH HOUSE A GO GO - BAR,HASH HOUSE A GO GO @ PLAZA,Bar / Tavern,1 S Main St,Las Vegas,Nevada,89101,21,24.0,39.0
LUCY ETHIOPIAN RESTAURANT,LUCY ETHIOPIAN RESTAURANT AND BAR,Restaurant,4850 W FLAMINGO,Las Vegas,Nevada,89103,53,16.0,111.0
"Schofield, Jack Lund Middle School Kitchen","Schofield, Jack Lund Middle School",Institutional Food Service,8625 Spencer St,Las Vegas,Nevada,89123-2767,17,0.0,2.0
off the Strip - Bar,off the Strip,Bar / Tavern,9837 W Tropicana Ave,Las Vegas,Nevada,89147-8460,20,55.0,44.0
BALLYS SPORTSBOOK SERVICE BAR,BALLY'S GRAND HOTEL,Bar / Tavern,3645 S Las Vegas Blvd,Las Vegas,Nevada,89114,27,39.0,59.0
MCFADDEN'S MAIN BAR,MCFADDEN'S,Bar / Tavern,6593 LAS VEGAS Blvd 222,Las Vegas,Nevada,89119,26,45.0,58.0
Heart Attack Grill - Bar,Heart Attack Grill,Bar / Tavern,450 Fremont St 130,Las Vegas,Nevada,89101,33,69.0,67.0
Dale Ashby Sinclair Snack Bar / Commissary,Dale Ashby Sinclair,Restaurant,1625 Nevada Hwy,Boulder City,Nevada,89005-1914,25,33.0,58.0
ARIA ROOM SERVICE BEVERAGE STATION,CITY CENTER HOTELS,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,1,0.0,0.0
SAPPHIRE BAR 3,SAPPHIRE GENTLEMANS CLUB,Bar / Tavern,3025 SAMMY DAVIS JR Dr,Las Vegas,Nevada,89109,27,3.0,52.0
Romano's Macaroni Grill,Romano's Macaroni Grill #1151,Restaurant,2001 N Rainbow Blvd,Las Vegas,Nevada,89108-7050,90,150.0,188.0
Olive Garden #1193 Lounge,"Olive Garden #1193, The",Bar / Tavern,1361 S Decatur Blvd,Las Vegas,Nevada,89102-5517,15,84.0,35.0
Lucille's Restaurant,Lucille's,Restaurant,2245 Village Walk Dr,Henderson,Nevada,89052-5676,34,0.0,87.0
SUB-SANDWICH SHOP,SUB-SANDWICH SHOP,Snack Bar,1445 W ALEXANDER Rd,Las Vegas,Nevada,89032,10,23.0,23.0
BABYSTACKS CAFE #3,BABYSTACKS CAFE,Restaurant,550 N STEPHANIE St D,Henderson,Nevada,89014,24,24.0,56.0
Isla Mezcaltitan Restaurant,Isla Mezcaltitan Restaurant,Restaurant,701 N Nellis Blvd,Las Vegas,Nevada,89110,60,100.0,122.0
WIKI WIKI GRAB N GO,Tahiti Village,Snack Bar,7200 S Las Vegas Blvd,Las Vegas,Nevada,89119-4020,5,0.0,8.0
MCFADDEN'S PATIO BAR,MCFADDEN'S,Bar / Tavern,6593 LAS VEGAS Blvd 222,Las Vegas,Nevada,89119,12,40.0,31.0
Subway #36399,SUBWAY - PALACE STATION,Restaurant,2411 W Sahara Ave,Las Vegas,Nevada,89102-4343,33,104.0,78.0
MIRAGE CALIFORNIA PIZZA KITCHEN PREP,MIRAGE HOTEL & CASINO,Vegetable Prep,3400 S Las Vegas Blvd,Las Vegas,Nevada,89109-8923,47,64.0,67.0
COWBOY JIM'S COOKIES & CANDIES PUSF - DELETED,COWBOY JIM'S COOKIES & CANDIES @ FANTASTIC SWAPMEE,Portable Unit,1717 S DECATUR,Las Vegas,Nevada,89102,3,9.0,9.0
WYNN SW STEAKHOUSE PREP KITCHEN,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,11,0.0,13.0
TWIN PEAKS MARGARITA BAR,TWIN PEAKS @ HARMON CENTER,Portable Unit,3717 S LAS VEGAS Blvd 285,Las Vegas,Nevada,89109,6,0.0,10.0
HARRAHS EDR DISHROOM,HARRAHS LV HOTEL & CASINO,Special Kitchen,3475 S Las Vegas Blvd,Las Vegas,Nevada,89109-8922,13,0.0,6.0
Denny's Cookline,Denny's @ BUFFALO BILL'S,Special Kitchen,31900 Las Vegas Blvd,Primm,Nevada,89019-7002,46,3.0,126.0
MOLLY'S TENAYA,MOLLY'S TENAYA SNACK BAR,Bar / Tavern,3250 N TENAYA Way,Las Vegas,Nevada,89129,4,0.0,0.0
CALIFORNIA PIZZA KITCHEN PREP/STORAGE,CALIFORNIA PIZZA KITCHEN @ THE PARK,Special Kitchen,3786 S LAS VEGAS Blvd D3,Las Vegas,Nevada,89158,10,9.0,20.0
BLACK BEAR DINER #175 - HENDERSON,BLACK BEAR DINER #175 - HENDERSON,Restaurant,2751 N GREEN VALLEY Pkwy,Henderson,Nevada,89014,55,80.0,95.0
Terrible Herbst Convenience Store Deli118,Terrible Herbst #118,Snack Bar,3650 W Sahara Ave,Las Vegas,Nevada,89102-5868,33,120.0,79.0
HARRIES BAGELMANIA DELI,HARRIES BAGELMANIA,Restaurant,855 E Twain Ave 120,Las Vegas,Nevada,89169-0819,29,104.0,91.0
AQUARIUS VINEYARD RESTAURANT,Aquarius Casino Resort,Restaurant,1900 S Casino Dr,Laughlin,Nevada,89029-1513,27,86.0,98.0
JOJOS JERKY SAMPLING GRAND BAZAAR,JOJO'S JERKY @ GRAND BAZAAR,Grocery Store Sampling,3645 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,6,14.0,17.0
DTG COMMISSARY-ROTISSERIE,DOWNTOWN GRAND HOTEL & CASINO,Restaurant,206 N 3RD St,Las Vegas,Nevada,89101,10,21.0,21.0
YASIKNARA,YASIKNARA,Restaurant,4631 SPRING MOUNTAIN,Las Vegas,Nevada,89102,12,15.0,32.0
BELLAGIO SERVICE BAR 3,BELLAGIO HOTEL & CASINO,Bar / Tavern,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,23,27.0,52.0
ENCORE BEACH CLUB ULTRA LOUNGE,ENCORE HOTEL & CASINO,Bar / Tavern,3121 S Las Vegas Blvd,Las Vegas,Nevada,89109-1967,1,0.0,0.0
Desert Oasis High School Kitchen,Desert Oasis High School,Institutional Food Service,6600 W Erie Ave,Las Vegas,Nevada,89141-7321,21,45.0,17.0
VIVA LAS AREPAS,VIVA LAS AREPAS,Restaurant,1616 S LAS VEGAS Blvd 110,Las Vegas,Nevada,89104,34,72.0,89.0
CARL'S JR #8056,CARL'S JR #8056,Restaurant,340 W Lake Mead Pkwy,Henderson,Nevada,89015-7379,23,80.0,45.0
C STORE STORAGE,Primm Center II,Restaurant,115 W Primm Blvd,Primm,Nevada,89019-7017,1,0.0,0.0
PINKBERRY LAS VEGAS MOBILE,PINKBERRY LAS VEGAS MOBILE,Food Trucks / Mobile Vendor,3752 S LAS VEGAS Blvd,Las Vegas,Nevada,89158,7,0.0,0.0
"Gibson, James I Elem School Kitchen","Gibson, James I Elementary School",Elementary School Kitchen,271 Leisure Cir,Henderson,Nevada,89074-4120,18,0.0,0.0
DOG ON IT - ARROYO GRANDE #2 (YOUTH FIELDS),DOG ON IT,Concessions,298 ARROYO GRANDE Blvd LOWER,Henderson,Nevada,89014,6,9.0,9.0
JW Marriott Garde Manger,JW Marriott/RAMPART Hotel & Casino,Garde Manger,221 N Rampart Blvd,Las Vegas,Nevada,89145-5722,15,30.0,37.0
HOFBRAUHAUS SERVICE BAR #1,HOFBRAUHAUS,Bar / Tavern,4510 S Paradise Rd,Las Vegas,Nevada,89169-7111,12,0.0,16.0
ARK GONZALEZ Y GONZALEZ BAR,LV FESTIVAL FOOD CORP @ NY NY,Bar / Tavern,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,19,30.0,36.0
EDGEWATER 32 BELOW POOL BAR,Edgewater Hotel & Casino,Bar / Tavern,2020 S Casino Dr,Laughlin,Nevada,89029,10,8.0,20.0
GREENS AND PROTEINS - JUICE BAR,GREENS AND PROTEINS,Snack Bar,6375 S RAINBOW,Las Vegas,Nevada,89118,5,9.0,11.0
JAMBA JUICE,JAMBA JUICE,Restaurant,10251 S EASTERN 120,Henderson,Nevada,89052,8,20.0,23.0
JIMMY JOHN'S,JIMMY JOHN'S,Restaurant,1321 W SUNSET,Henderson,Nevada,89014,17,24.0,44.0
Rio 1st Level Pantry,RIO SUITES HOTEL,Pantry,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,1,0.0,0.0
LAPIAZZA,LAPIAZZA,Restaurant,1955 S CASINO,Laughlin,Nevada,89029,4,9.0,9.0
China Tango Bistro,China Tango Bistro,Restaurant,2850 Bicentennial Pkwy 100,Henderson,Nevada,89044-4478,71,153.0,178.0
Rio Diamond Players Buffet Kitchen,Rio Suites Hotel,Buffet,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,16,0.0,34.0
"GARAGE, THE - SNACK BAR","Garage, The",Restaurant,1487 E Flamingo Rd,Las Vegas,Nevada,89119-9300,13,0.0,30.0
TASTE/OHANA HAWAIIAN BBQ FORMAL DINING,TASTE/OHANA HAWAIIAN BBQ,Restaurant,7945 S RAINBOW Blvd,Las Vegas,Nevada,89139,2,3.0,3.0
McDonald's #7842 Boulder & Flamingo,McDonalds Corporation,Restaurant,4934 Boulder Hwy,Las Vegas,Nevada,89121-3016,44,90.0,77.0
HUMMUS,HUMMUS,Restaurant,10895 S EASTERN Ave 100,Henderson,Nevada,89052,2,5.0,5.0
WYNN WAITER STORAGE,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,8,0.0,1.0
ZT8,ZT8,Bar / Tavern,4001 S DECATUR,Las Vegas,Nevada,89103,1,0.0,0.0
ONO SUSHI,ONO SUSHI,Restaurant,4161 S EASTERN A1-2,Las Vegas,Nevada,89119,14,6.0,37.0
AL MADINA HALAL FAMILY RESTAURANT,AL MADINA HALAL FAMILY RESTAURANT,Restaurant,4860 W DESERT INN,Las Vegas,Nevada,89102,6,0.0,19.0
ISLANDTUCKY FRIED CHICKEN,ISLANDTUCKY FRIED CHICKEN,Food Trucks / Mobile Vendor,4181 PIONEER Ave,Las Vegas,Nevada,89127,4,0.0,9.0
PUBLICUS SPECIAL KITCHEN,PUBLICUS,Special Kitchen,1126 FREMONT St,Las Vegas,Nevada,89101,2,3.0,3.0
TEQUILA RESTAURANTE,TEQUILA RESTAURANTE,Restaurant,360 E TROPICANA,Las Vegas,Nevada,89169,40,18.0,92.0
CHICKPEAS MEDITERRANEAN CAFE,CHICKPEAS MEDITERRANEAN WINDS,Restaurant,6375 S RAINBOW,Las Vegas,Nevada,89118,1,5.0,5.0
CENTERPLATE LUCKYS STORAGE HALLWAY MC,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE,Las Vegas,Nevada,89109,15,0.0,19.0
Sams Town Portable Bars,Sams Town,Portable Bar,5111 Boulder Hwy,Las Vegas,Nevada,89122-6001,13,0.0,30.0
CUE CLUB SNACK BAR,CUE CLUB-COMMERCIAL CENTER,Restaurant,953 E Sahara Ave A15,Las Vegas,Nevada,89104-3005,24,45.0,45.0
Sergios Restaurant,SERGIO'S RESTAURANT,Restaurant,1955 E Tropicana Ave,Las Vegas,Nevada,89119-6500,97,51.0,196.0
NY NY HOUSEKEEPING GLASSWASH ROOM,NEW YORK NEW YORK HOTEL & CASINO,Special Kitchen,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,17,21.0,33.0
Carefree Catering Mobile #12,Carefree Catering,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,16,21.0,41.0
MB GARDE MANGER HOT LINE,MANDALAY BAY HOTEL & CASINO,Special Kitchen,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,9,0.0,17.0
Tiers of Joy,Lu's International Catering,Caterer,6225 Harrison Dr,Las Vegas,Nevada,89120-4046,7,0.0,5.0
Mb Shanghai Lillys Bar DELETE 11 28 11,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,3,4.0,2.0
ZEFFIRINO PREP KITCHEN,ZEFFIRINO / PIZZARIA DE ENZO @ VENETIAN,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,19,0.0,40.0
Original Pancake House - Bar,Green Valley - Original Pancake,Bar / Tavern,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,6,16.0,18.0
Rubio Ice Cream,Rubio Ice Cream Truck,Food Trucks / Mobile Vendor,2850 E CHARLESTON Cir,Las Vegas,Nevada,89104,3,15.0,5.0
Allstar Snacks,All Star Snacks,Snack Bar,3040 Simmons St,North Las Vegas,Nevada,89032-3806,1,4.0,4.0
LA FONDA RESTAURANT - BAR,LA FONDA RESTAURANT,Bar / Tavern,1085 W Pioneer Blvd,Mesquite,Nevada,89027-8898,5,12.0,6.0
HOOTERS CASINO BAR  DELETED 12/12,HOOTERS CASINO HOTEL,Bar / Tavern,115 E Tropicana Ave,Las Vegas,Nevada,89109-7304,4,6.0,13.0
TODAI SERVICE BAR,TODAI RESTAURANT @ MIRACLE MILE,Bar / Tavern,3663 S Las Vegas Blvd 580,Las Vegas,Nevada,89109-1920,12,36.0,22.0
Las Vegas Country Saloon,Las Vegas Country Saloon,Bar / Tavern,425 Fremont St,Las Vegas,Nevada,89101-5620,19,0.0,41.0
BILLS RESTAURANT,"CROMWELL LAS VEGAS, THE",Restaurant,3595 S Las Vegas Blvd,Las Vegas,Nevada,89109-8918,21,6.0,57.0
Decatur Drug & Restaurant,Decatur Drug Restaurant,Restaurant,544 S Decatur Blvd,Las Vegas,Nevada,89107-3911,50,104.0,115.0
MCCARRAN PORT OF SUBS D52,McCarran - Port of Subs,Restaurant,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,14,45.0,49.0
JUAREZ EL PASO BORDER FOOD,JUAREZ EL PASO BORDER FOOD,Restaurant,3655 S Durango Dr,Las Vegas,Nevada,89147-4104,11,28.0,30.0
Mom's,Mom's,Restaurant,7785 N Durango Dr,Las Vegas,Nevada,89131-8000,5,9.0,32.0
Fish Fry Friday's,Joseph's Commissary - Fish Fry Fridays,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,1,7.0,7.0
Divine Cafe,DIVINE EVENTS,Restaurant,6380 S Valley View Blvd 316,Las Vegas,Nevada,89118-3907,5,0.0,8.0
Hot Dog Heaven,Hot Dog Heaven,Restaurant,10690 Southern Highlands,Las Vegas,Nevada,89111,3,9.0,9.0
Engine 1 Pizza,ENGINE 1 PIZZA/VEGAS CAR-B-QUE,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,2,0.0,5.0
808 TAPAS SUSHI BAR,808 TAPAS,Restaurant,9350 W SAHARA Ave 150,Las Vegas,Nevada,89110,6,9.0,17.0
Little Hong Kong Buffet,Little Hong Kong,Buffet,4375 N Las Vegas Blvd,Las Vegas,Nevada,89115-0587,4,20.0,5.0
PAPAVELLIS,PAPAVELLIS,Restaurant,3050 E DESERT INN,Las Vegas,Nevada,89121,9,16.0,16.0
EL POLLO MOBILE BBQ,EL POLLO MOBIL,Barbeque,4104 E Lake Mead Blvd,Las Vegas,Nevada,89115-6416,4,0.0,6.0
LA SALSA #76 PORTABLE OUTSIDE - DELETED,LA SALSA #76 @ CAESARS,Portable Unit,3500 S Las Vegas Blvd,Las Vegas,Nevada,89109-8900,4,18.0,6.0
MARIO'S MOBILE KITCHEN,MARIOS MOBILE KITCHEN,Food Trucks / Mobile Vendor,640 N EASTERN,Las Vegas,Nevada,89101,4,0.0,13.0
LIL BIT LV ICE CREAM TRUCK,LIL BIT LV ICE CREAM TRUCK,Food Trucks / Mobile Vendor,439 ROCK QUARRY Wy,Las Vegas,Nevada,89032,4,0.0,3.0
THE SANDWICH SPOT LV,THE SANDWICH SHOP LC,Restaurant,3250 N TENAYA Way 104,Las Vegas,Nevada,89129,14,12.0,31.0
SILVERTON ASIAN RESTAURANT,Silverton Hotel & Casino,Restaurant,3333 Blue Diamond Rd,Las Vegas,Nevada,89139-7888,5,12.0,12.0
SABABA GRILL,SABABA GRILL,Restaurant,3220 S DURANGO Dr,Las Vegas,Nevada,89117,17,23.0,33.0
Marie Callender's Restaurant/Bakery,Marie Callender's Restaurant/Bakery,Restaurant,3081 N Rainbow Blvd,Las Vegas,Nevada,89108-4577,45,73.0,101.0
TMA - MC22 GRILL CONCESSION,LEVY @ T-MOBILE ARENA,Snack Bar,3780 S LAS VEGAS,Las Vegas,Nevada,89158,1,0.0,0.0
