RestaurantName,LocationName,CategoryName,Address_x,City_x,State_x,Zip,Violations,CurrentDemerits,InspectionDemerits,CurrentScore,InspectionScore,CurrentGrade,InspectionGrade,BusinessId,Neighborhood,Address_y,City_y,State_y,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
Yoshinoya,Yoshinoya,Restaurant,4808 S Maryland Pkwy,Las Vegas,Nevada,89119.0,38,81.0,81.0,95.0,92.77777777777777,A,A,w5LUtmw4G1KD7qAntqGd9w,University,4808 S Maryland Pkwy,Las Vegas,NV,3.0,100,Null,Null,0.0,0.0,Null,1.0,Null,0.0,Null,1.0,1.0,Null,0.0,Null,0.0,Null,Null,0.0,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Inka Grill,Inka Grill,Restaurant,9400 S Eastern Ave,Las Vegas,Nevada,89123.0,84,126.0,185.0,95.0,89.2857142857143,A,B,zt9RLUIU32fZYOBh2L0NNQ,Southeast,"9400 S Eastern Ave, Ste 106B",Las Vegas,NV,3.5,69,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Flamingo Pizza,FLAMINGO PIZZA,Restaurant,3500 WYNN,Las Vegas,Nevada,89103.0,89,12.0,235.0,95.0,85.25,A,B,OFNXLfKbnsh7zV6Iu3EbyA,Chinatown,3500 Wynn Rd,Las Vegas,NV,2.5,325,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,2.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Mixers Ice Cream & Boba,MIXERS ICE CREAM & BOBA,Snack Bar,5625 S RAINBOW Blvd D,Las Vegas,Nevada,89118.0,42,3.0,72.0,95.0,93.66666666666669,A,A,VmspRdKauEargr8YX1oL-Q,Spring Valley,"5625 S Rainbow Blvd, Ste D",Las Vegas,NV,4.5,148,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,0.0
Tortas El Rey,Tortas El Rey,Restaurant,1900 E Charleston Blvd,Las Vegas,Nevada,89104.0,67,72.0,113.0,95.0,83.75,A,B,D1J0-sFI1ul-9l3CwjvvwA,Downtown,1900 E Charleston Blvd,Las Vegas,NV,3.5,5,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Mimi's Cafe,Mimi's Cafe,Restaurant,6760 N Durango Dr,Las Vegas,Nevada,89149.0,22,0.0,52.0,95.0,95.0,A,A,3rj1qpgFvkRWtAka17mhEQ,Centennial,6760 N Durango Dr,Las Vegas,NV,3.0,234,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Beauty Bar,Beauty Bar,Bar / Tavern,517 Fremont St,Las Vegas,Nevada,89101.0,45,66.0,95.0,95.0,92.27272727272728,A,A,DV13F0bhe55dV1AhwoO50g,Downtown,517 Fremont St,Las Vegas,NV,3.0,211,Null,2.0,2.0,1.0,Null,Null,3.0,1.0,0.0,1.0,1.0,Null,Null,0.0,Null,Null,0.0,Null,1.0,0.0,Null,Null,1.0,0.0,1.0,3.0,Null,1.0,Null,Null,Null,1.0,2,0.0,Null,Null,1.0,1.0,0.0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,4983 W Flamingo Rd,Las Vegas,Nevada,89103.0,27,0.0,57.0,95.0,95.0,A,A,1bALsE6aZE23mGV2WPxN_g,,"4983 W Flamingo Rd, Ste D",Las Vegas,NV,4.0,129,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Chang's Hong Kong Cuisine,Chang's Hong Kong Cuisine,Restaurant,4670 S Decatur Blvd,Las Vegas,Nevada,89103.0,180,198.0,466.0,95.0,86.07142857142857,A,B,OHFH6ALQqq35NiEbD1eXuw,,4670 S Decatur Blvd,Las Vegas,NV,3.5,519,Null,Null,1.0,1.0,Null,2.0,Null,0.0,Null,1.0,1.0,Null,0.0,Null,1.0,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,0.0,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Courtyard Deli,Courtyard Deli,Restaurant,3360 W Sahara Ave,Las Vegas,Nevada,89102.0,25,48.0,59.0,95.0,93.88888888888887,A,A,JsAR0hNX-5zA-CMsYW4NLQ,Westside,"3360 W Sahara Ave, Ste 110",Las Vegas,NV,4.5,8,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Mimi's Cafe,Mimi's Cafe,Restaurant,7315 Arroyo Crossing Pkwy,Las Vegas,Nevada,89113.0,10,15.0,19.0,95.0,95.0,A,A,pRlO48w4GkWEPEYIH2tHsw,Spring Valley,7315 Arroyo Crossing Pkwy,Las Vegas,NV,3.0,65,Null,Null,2.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
New York Pizza & Pasta,New York Pizza & Pasta,Restaurant,2400 S Jones Blvd,Las Vegas,Nevada,89146.0,99,73.0,202.0,94.375,90.0,A,A,HUWLnKD5LSZY134amUO2Rg,Westside,"2400 S Jones Blvd, Ste 13",Las Vegas,NV,4.0,256,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,1.0
Sambalatte Torrefazione,Sambalatte Torrefazione,Restaurant,750 S Rampart Blvd STE9,Las Vegas,Nevada,89145.0,41,6.0,94.0,95.0,93.1818181818182,A,A,rq5dgoksPHkJwJNQKlGQ7w,Westside,"750 S Rampart Blvd, Ste 9",Las Vegas,NV,4.0,832,Null,Null,0.0,2.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,1.0
Luna Rossa,Luna Rossa,Restaurant,450 Fremont St,Las Vegas,Nevada,89101.0,19,24.0,44.0,95.0,88.33333333333331,A,B,FvC3W9E6rXUYx-cTxbnUiA,Downtown,450 Fremont St,Las Vegas,NV,3.0,33,Null,Null,2.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,1.0,0.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,Null,1.0,2,1.0,1.0,1.0,2.0,1.0,Null
Pastry Palace,Pastry Palace,Snack Bar,4523 W Sahara Ave,Las Vegas,Nevada,89102.0,33,33.0,72.0,95.0,95.0,A,A,87YsVbCN_kfzheY79Fzjkg,Westside,4523 W Sahara Ave,Las Vegas,NV,4.0,209,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,2,Null,Null,1.0,Null,1.0,Null
Corner Thai Kitchen,Corner Thai Kitchen,Restaurant,9575 W Tropicana Ave 1,Las Vegas,Nevada,89147.0,59,0.0,152.0,95.0,90.625,A,A,qKn9nynsVYIST8rf6tEFRQ,Spring Valley,"9575 W Tropicana Ave, Ste 1",Las Vegas,NV,4.0,150,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Tofu Hut,Tofu Hut,Restaurant,3920 Spring Mountain Rd,Las Vegas,Nevada,89102.0,120,106.0,253.0,95.0,89.5,A,B,0w3BdEOxvwKTpypwbN5kiQ,Chinatown,3920 Spring Mountain Rd,Las Vegas,NV,3.5,669,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,1.0,1.0,Null,0.0,Null,0.0,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,0.0,Null,1.0,0.0
Marco's Pizza,Marcos Pizza,Restaurant,8795 W Warm Springs Rd,Las Vegas,Nevada,89148.0,40,51.0,58.0,95.0,95.0,A,A,hrNIDao4XnOhrv7aaFehTg,Southwest,8795 W Warm Springs Rd,Las Vegas,NV,3.5,163,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,0.0,2,0.0,0.0,1.0,Null,1.0,0.0
Fuzziwig's Candy Factory,FUZZIWIGS CANDY LV PREMIUM OUTLETFuzziwigs Candy L,Confection,775 S Grand Central Pkwy,Las Vegas,Nevada,89106.0,23,45.0,53.0,95.0,91.0,A,A,nV2EI2KtETq3eLUZsK3NSQ,Downtown,775 S Grand Central Pkwy,Las Vegas,NV,3.5,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null
Nu Sanctuary Lounge,Nu Sanctuary Lounge,Bar / Tavern,6605 Las Vegas Blvd,Las Vegas,Nevada,89119.0,7,20.0,34.0,95.0,92.5,A,A,stbX9rtRIpDF-VymOwHJ8w,Southeast,"6605 S Las Vegas Blvd, Ste 145",Las Vegas,NV,2.5,69,Null,Null,2.0,1.0,Null,Null,3.0,Null,Null,1.0,3.0,Null,Null,0.0,Null,Null,Null,Null,1.0,0.0,1.0,Null,1.0,1.0,2.0,1.0,Null,1.0,0.0,Null,0.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0.0
Sun's Beef Jerky,Sun's Beef Jerky,Concessions,1300 W SUNSET St,Las Vegas,Nevada,89104.0,1,0.0,0.0,95.0,95.0,A,A,Ve_qB9oxIbJfd-v7MImBlQ,Downtown,1108 S 3rd St,Las Vegas,NV,5.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Popped,Popped,Restaurant,9480 S Eastern Ave,Las Vegas,Nevada,89123.0,4,9.0,7.0,95.0,95.0,A,A,OGQ_6nIn4QQL2U6t0XeHtA,,"9480 S Eastern Ave, Ste 110",Las Vegas,NV,4.5,205,Null,Null,0.0,Null,Null,Null,Null,1.0,0.0,1.0,1.0,0.0,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,Null
Samurai Sam's,Samurai Sam's,Restaurant,4175 S Grand Canyon Dr 103,Las Vegas,Nevada,89147.0,57,84.0,124.0,95.0,92.5,A,A,iIwMJdDuExGrOqkSAyPb9A,Spring Valley,"4175 S Grand Canyon Dr, Ste 103",Las Vegas,NV,3.0,99,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Island Breeze,Island Sushi & Grill,Food Trucks / Mobile Vendor,9400 S Eastern Ave 103,Las Vegas,Nevada,89123.0,2,0.0,1.0,95.0,95.0,A,A,PB7Fc2yCSjrELsrBJWKCSA,Southeast,9400 S Eastern Ave,Las Vegas,NV,4.0,19,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,0.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,1.0
Dunkin' Donuts,FIRST CUP LV CHARLESTON & DESERT FOOTHILLS LLC,Restaurant,11710 W Charleston Blvd,Las Vegas,Nevada,89135.0,45,47.0,85.0,95.0,93.33333333333331,A,A,1i9T1uoG_J3aRfprALvNGQ,Summerlin,"11710 W Charleston Blvd, Ste 170",Las Vegas,NV,3.0,100,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,1.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,1.0
Jersey Mike's Subs,JERSEY MIKE'S SUBS,Restaurant,8780 W Charleston Blvd 102,Las Vegas,Nevada,89117.0,28,40.0,51.0,95.0,95.0,A,A,Oqqnw0Rz77sMDPHS_eN2aA,Westside,"8780 W Charleston Blvd, Ste 102",Las Vegas,NV,4.0,85,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Beach Cafe,Beach Cafe,Restaurant,7750 S Jones Blvd 101,Las Vegas,Nevada,89139.0,55,36.0,105.0,95.0,90.83333333333331,A,A,atVh8viqTj-sqDJ35tAYVg,Southwest,7750 S Jones Blvd,Las Vegas,NV,3.5,280,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,0.0,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,1.0
Rocky Mountain Chocolate Factory,Rocky Mtn Choc Po @ ORLEANS CASINO,Confection,4500 W Tropicana Ave,Las Vegas,Nevada,89103.0,35,108.0,80.0,95.0,84.58333333333333,A,B,0K4tCSMV6BqFxOsgZFqfVw,,4500 W Tropicana Ave,Las Vegas,NV,3.5,22,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,2.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1.0,Null,1.0,Null
Double Yoke,DOUBLE YOKE,Restaurant,6050 Sky Pointe Dr,Las Vegas,Nevada,89130.0,21,0.0,24.0,95.0,92.5,A,A,x_L9NCBxx4Mb4cOnnRMibw,Centennial,6050 Sky Pointe Dr,Las Vegas,NV,4.0,12,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,949 S Rainbow Blvd 3C,Las Vegas,Nevada,89145.0,52,134.0,129.0,95.0,92.33333333333331,A,A,Lt_ytMJKMQ3lpBDYaANreA,Westside,949 S Rainbow Blvd,Las Vegas,NV,3.0,42,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
El Taco Feliz,El Taco Feliz,Restaurant,4755 W Flamingo Rd E,Las Vegas,Nevada,89103.0,53,42.0,121.0,95.0,91.66666666666669,A,A,CLthP1yn32xlBswIbsLIjQ,,4755 W Flamingo Rd,Las Vegas,NV,3.5,96,Null,Null,2.0,1.0,0.0,1.0,Null,0.0,Null,1.0,1.0,Null,1.0,Null,0.0,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Cariba Charlie's,Cariba Charlie's,Restaurant,4835 S Rainbow Blvd 204,Las Vegas,Nevada,89103.0,42,3.0,68.0,95.0,94.0909090909091,A,A,vATbGMxLd9cZ3VY_GZAIJw,Spring Valley,"4835 S Rainbow Blvd, Ste 303",Las Vegas,NV,3.5,10,Null,Null,2.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,Null,Null,Null,Null,1.0
Master Donuts,Master Donuts,Restaurant,2300 E Desert Inn Rd,Las Vegas,Nevada,89169.0,51,60.0,89.0,95.0,92.5,A,A,qjyOjCHG9lOkZnAa8jIQ1g,Eastside,"2300 E Desert Inn Rd, Ste 11",Las Vegas,NV,4.5,86,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,Null
Hawaiian Style Poke,CTR@SPR MTN-Hawaiian Style Poke,Restaurant,3524 Wynn Rd,Las Vegas,Nevada,89103.0,34,36.0,89.0,95.0,92.5,A,A,pi4FLFEOn9AhNUxiLbBeHg,Chinatown,3524 Wynn Rd,Las Vegas,NV,4.0,202,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,0.0,Null,1.0,0.0,Null,0.0,0.0,2,1.0,0.0,1.0,Null,1.0,0.0
CREAM,CREAM INC @ SHOPS AT SUMMERLIN,Restaurant,1980 FESTIVAL PLAZA,Las Vegas,Nevada,89135.0,7,21.0,15.0,95.0,95.0,A,A,Ed47ZME7NcLTZeIBUYsdog,South Summerlin,"1980 Festival Plz Dr, Ste 165",Las Vegas,NV,3.5,320,Null,Null,0.0,Null,Null,Null,Null,1.0,0.0,1.0,1.0,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,1.0
See's Candies,See's Candies,Confection,10300 W Charleston Blvd,Las Vegas,Nevada,89135.0,23,6.0,20.0,95.0,95.0,A,A,0jriM09IvPdCLgr509vbrQ,Summerlin,"10300 W Charleston Blvd, Summerlin Center Pointe Plaza",Las Vegas,NV,4.5,32,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1.0,Null,Null,Null
Chopstix Express,Chopstix Express LLC,Restaurant,2625 S Decatur Blvd,Las Vegas,Nevada,89102.0,83,153.0,192.0,95.0,91.0,A,A,xmeEyBVC5zN-FCX5qZviIQ,Westside,2625 S Decatur Blvd,Las Vegas,NV,3.0,71,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Milano's Pizza Di Roma,Milano's Pizza Di Roma,Restaurant,2916 Lake East Dr,Las Vegas,Nevada,89117.0,7,32.0,24.0,85.0,90.0,B,A,APkr8bzYE0xiePqmAqPzYg,The Lakes,2916 Lake E Dr,Las Vegas,NV,2.0,9,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,1.0,0.0,2,0.0,0.0,1.0,Null,Null,0.0
La Playita Restaurant,La Playita Restaurant,Restaurant,2238 N Pecos Rd,Las Vegas,Nevada,89115.0,54,96.0,120.0,95.0,91.66666666666669,A,A,JXWDWoW4dDGcbaU2BQq8Og,,2238 N Pecos Rd,Las Vegas,NV,4.5,26,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,Null,1.0,1.0,Null,1.0,0.0
Pho Rose,Pho Rose,Restaurant,1750 N Buffalo Dr 107,Las Vegas,Nevada,89128.0,90,142.0,228.0,95.0,85.71428571428571,A,B,l4qomOr-2ZDOjWXSZXpzZg,,"1750 N Buffalo Dr, Ste 107",Las Vegas,NV,3.5,111,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Alexander's Pizza,Alexander's Pizza,Restaurant,5020 Broadbent Blvd #4,Las Vegas,Nevada,89122.0,58,117.0,119.0,95.0,92.69230769230771,A,A,4aAf2nAr86lcDHzqWSaYuQ,Southeast,5020 Broadbent Blvd,Las Vegas,NV,3.5,93,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,0.0,2,0.0,0.0,1.0,Null,0.0,0.0
Patisserie Manon,Patisserie Manon,Restaurant,8751 W Charleston Blvd 110,Las Vegas,Nevada,89117.0,55,82.0,144.0,95.0,91.92307692307692,A,A,A0X1baHPgw9IiBRivu0G9g,Westside,"8751 W Charleston Blvd, Ste 110",Las Vegas,NV,4.0,688,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,0.0,1.0,Null,Null,Null,0.0,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,1.0,0.0,1.0,Null,1.0,1.0
Pho Saigon 8,Pho Saigon 8,Restaurant,5650 Spring Mountain Rd,Las Vegas,Nevada,89146.0,103,6.0,256.0,95.0,83.33333333333333,A,B,M30I1NPl5JuHthxo1IXPGg,Chinatown,5650 Spring Mountain Rd,Las Vegas,NV,3.5,503,Null,Null,2.0,1.0,0.0,1.0,Null,1.0,Null,1.0,1.0,Null,0.0,Null,0.0,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,1.0,1.0,Null,0.0,0.0
Crown Bakery,Crown Bakery,Snack Bar,4355 Spring Mountain Rd,Las Vegas,Nevada,89102.0,30,245.0,94.0,75.0,89.2857142857143,C,B,bcJmbFHVAkLFqhJbUTdbyQ,Chinatown,4355 Spring Mountain Rd,Las Vegas,NV,4.0,342,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,0.0,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,0.0,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,1.0
Monta Ramen,Monta Ramen,Restaurant,5030 Spring Mountain Rd 6&7,Las Vegas,Nevada,89146.0,98,60.0,231.0,95.0,86.90476190476191,A,B,UPIYuRaZvknINOd1w8kqRQ,Chinatown,"5030 Spring Mountain Rd, Ste 6",Las Vegas,NV,4.0,2499,Null,Null,1.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,0.0,1,0.0,1.0,1.0,Null,1.0,0.0
El Cordobes,El Cordobes,Restaurant,5020 E Tropicana Ave,Las Vegas,Nevada,89122.0,55,99.0,100.0,95.0,92.27272727272728,A,A,ifkCEpYaSAUT3WVQNxwvXA,Eastside,5020 E Tropicana Ave,Las Vegas,NV,4.5,22,Null,Null,1.0,0.0,Null,Null,Null,0.0,0.0,0.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
China Kitchen,CHINA KITCHEN,Restaurant,4985 E CRAIG Rd,Las Vegas,Nevada,89115.0,76,132.0,147.0,94.41176470588236,92.05882352941177,A,A,9iNZ2o5jt-zpdMoAOgd7_g,,4985 E Craig Rd,Las Vegas,NV,3.5,24,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Market Grille Cafe,Market Grille Cafe,Restaurant,7070 N Durango Dr,Las Vegas,Nevada,89149.0,33,0.0,39.0,95.0,94.0909090909091,A,A,qRymrsLmlA34bC8PvNoujg,Centennial,7070 N Durango Dr,Las Vegas,NV,4.0,526,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Market Grille Cafe,Market Grille Cafe,Restaurant,7920 W Tropical Pkwy,Las Vegas,Nevada,89149.0,14,0.0,49.0,95.0,91.0,A,A,qRymrsLmlA34bC8PvNoujg,Centennial,7070 N Durango Dr,Las Vegas,NV,4.0,526,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
