BusinessId,RestaurantName,Neighborhood,Address,City,State,Zip,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
8_hy-FrbC9zcakjKH_yaXA,Bomb Tacos,Downtown,"616 E Carson Ave, Ste 140",Las Vegas,NV,89101.0,4.5,91,Null,Null,1.0,2.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,3.0,Null,Null,1.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
Nsi49BE_XsjJ0oOXwhH8hA,China Star Buffet,Eastside,2590 S Maryland Pkwy,Las Vegas,NV,89109.0,2.0,60,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
OBmLa8V4p3qYklK-v_w4VA,Chevron,Null,598 Eastern Ave,Las Vegas,NV,89101.0,1.0,3,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
kRgAf6j2y1eR0wOFdzFAuw,Firefly,Eastside,3824 Paradise Rd,Las Vegas,NV,89169.0,4.5,1672,Null,Null,2.0,2.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,0.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
6bVEM9jD-mpU4WNXcJ9tHA,New York Pizza Ribs & Wings,Westside,1000 S Torrey Pines Dr,Las Vegas,NV,89107.0,4.0,100,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,2.0,Null,1.0,Null,Null,Null,1.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,1,1.0,1.0,1.0,Null,1.0,1.0
Tz01tl2VlnliktL-Hhc73Q,Myxx Hookah Lounge,Chinatown,3400 S Jones Blvd,Las Vegas,NV,89146.0,3.0,40,Null,2.0,2.0,1.0,Null,Null,2.0,1.0,Null,1.0,0.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,1.0,Null,1.0,1.0,0.0,2.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,0.0,1.0,Null,0.0
6LkNSA3b3dufG5_dKfEQdQ,Southern Kitchen,Downtown,Null,Las Vegas,NV,Null,5.0,5,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,Null,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,Null,0.0
oGWPnueWsvzQ47tAQvWHUQ,Tacos Los Parados,Null,400 N Eastern Ave,Las Vegas,NV,89101.0,5.0,5,Null,Null,Null,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,0.0,1.0,1,1.0,Null,1.0,Null,Null,Null
UKmVnT8q0aIlhPEyMFk5fA,Subway,Null,4111 Boulder Hwy,Las Vegas,NV,89121.0,2.5,5,Null,Null,Null,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,1.0,1.0,1,0.0,Null,1.0,Null,Null,1.0
wDN3E0dKA5K1pUfZBWiDnA,Penthouse Club,Null,3525 W Russell Rd,Las Vegas,NV,89118.0,2.5,9,Null,Null,0.0,0.0,Null,Null,3.0,Null,Null,1.0,0.0,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,2.0,2.0,Null,0.0,Null,Null,Null,1.0,3,Null,Null,Null,1.0,1.0,Null
P1YLRXrXMUTkKbt0NPHBqg,Choices Pub,Northwest,6720 W Cheyenne Ave,Las Vegas,NV,89108.0,3.5,7,Null,Null,2.0,0.0,Null,Null,3.0,Null,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,Null,Null,1.0,1.0,4.0,1.0,Null,0.0,Null,Null,Null,1.0,1,Null,Null,Null,1.0,Null,Null
uyTmKmwtGf-vZ5nYZXWimQ,Arata Sushi,Northwest,"3250 N Tenaya Way, Ste 99",Las Vegas,NV,89129.0,3.0,39,Null,Null,1.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
U4WVx6zPLUxccUNlroKv8Q,Chevron,Southeast,1785 E Sunset Rd,Las Vegas,NV,89119.0,2.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null
9rl5QAI-uE5M38bqM6uX6w,City Stop Vii,Centennial,7591 N Cimarron Rd,Las Vegas,NV,89131.0,4.5,3,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
RC4oyPNX3FVTCfxsDeJI6A,Einstein Bros,Null,"4010 S Rainbow Blvd, Ste B",Las Vegas,NV,89103.0,3.0,67,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,1.0
R_z9LFtqbBB9pANO530w9w,Bruno's Taco Bar,Spring Valley,"6415 S Fort Apache Rd, Ste 105",Las Vegas,NV,89148.0,4.5,132,Null,Null,1.0,3.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
dSARO9oaVVVIUd-VtWNTxQ,Udderly Rolled,Spring Valley,"5651 S Grand Canyon Dr, Ste 140",Las Vegas,NV,89148.0,4.5,11,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,0.0
dP1_wP59hvVDWNzFFS_6YQ,Subway,The Strip,3999 Las Vegas Blvd S,Las Vegas,NV,89119.0,2.0,17,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
6yynJxXqG8x9k9wrSvLAEw,Tahiti Joe's,Southeast,7200 Las Vegas Blvd S,Las Vegas,NV,89119.0,2.5,36,Null,Null,2.0,2.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,0.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
0eJG77JOkyMIBhc4Xbuqfw,A Thyme For All Seasons,Southeast,"310 E Warm Springs Rd, Ste G",Las Vegas,NV,89119.0,4.0,53,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,Null,1.0
6fKmO2gzGQhzM791H6b4mQ,Domino's Pizza,Southeast,4966 S Maryland Pkwy,Las Vegas,NV,89119.0,2.0,58,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,0.0,2,0.0,0.0,1.0,Null,0.0,0.0
Uw4z3M7H4buYtTGBrzFCSg,McDonald's,Null,2851 W Washington,Las Vegas,NV,89107.0,1.0,31,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,1.0,Null,0.0,0.0,Null,Null,0.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
M4vh_kzppP1nsxo7hsaVIA,Golden Nugget Buffet,Downtown,129 E Fremont St,Las Vegas,NV,89101.0,2.5,324,Null,Null,1.0,1.0,Null,Null,Null,0.0,0.0,1.0,2.0,Null,0.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,0.0,Null,1.0,0.0
GAhKwMfERTKgACn1Z2BMrg,The Black Market Hookah Lounge & Late Night Smoke Shop,Eastside,"953 E Sahara Ave, Ste D-16",Las Vegas,NV,89109.0,4.0,4,Null,Null,0.0,0.0,Null,Null,3.0,1.0,Null,Null,1.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,0.0,1.0,2.0,Null,1.0,Null,Null,Null,1.0,1,Null,Null,Null,2.0,1.0,Null
U73q64yVTVTKM0RgF8pIag,Benny's Smokin BBQ and Brews,Downtown,128 E Fremont St,Las Vegas,NV,89101.0,3.5,54,Null,Null,2.0,1.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,0.0,Null,Null,Null,Null,Null,0.0,0.0,Null,Null,1.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,0.0
KN-JL6uWCfDubCztgZ6zdw,Zydeco Po-Boys,Downtown,"616 E Carson Ave, Ste 140",Las Vegas,NV,89101.0,4.5,133,Null,Null,1.0,1.0,Null,Null,Null,1.0,0.0,1.0,2.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
1qTx9z8RMz7RIYKAfnpZ0A,Lillie's Asian Cuisine,Downtown,129 E Fremont St,Las Vegas,NV,89101.0,3.5,94,Null,Null,2.0,0.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,3,1.0,1.0,1.0,Null,1.0,0.0
32u4chtkG4fIa52396iOhw,Papa John's Pizza,Sunrise,"241 N Nellis Blvd, Ste 102",Las Vegas,NV,89110.0,2.0,33,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,Null,0.0
BEplfZTUzYwApjMUaOA12w,Canonita,The Strip,"3377 Las Vegas Blvd, The Venetian® and The Palazzo®, Venetian Hotel",Las Vegas,NV,89109.0,4.0,772,Null,Null,2.0,1.0,0.0,1.0,Null,0.0,0.0,1.0,2.0,Null,0.0,Null,0.0,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
A_K_retVy168GisNxYNx2w,Nutrishop Las Vegas,Summerlin,"11710 W Charleston Blvd, Ste 120",Las Vegas,NV,89135.0,4.5,12,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,1.0,1.0,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,2,Null,Null,0.0,Null,1.0,Null
w-ADkvhj2reSoONd_UXa4g,DJ Hollywood's Pizza & Gyros,Chinatown,"3650 S Decatur Blvd, Ste 26",Las Vegas,NV,89103.0,3.5,12,Null,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,1.0,1.0,1.0,Null,1.0,1.0
SnMUTGhY2nW2Ldb0QJAjAg,The SLS Buffet,The Strip,"SLS Las Vegas, 2535 S Las Vegas Blvd",Las Vegas,NV,89109.0,3.5,62,Null,Null,2.0,1.0,Null,Null,Null,0.0,0.0,1.0,2.0,Null,0.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,3,0.0,1.0,0.0,Null,1.0,1.0
mGCOI83lIiDfc4cEOtmZlQ,Pan Asian Express,The Strip,3799 Las Vegas Blvd,Las Vegas,NV,89109.0,2.5,59,Null,Null,1.0,2.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,Null,1.0
cLh33dZCVh7cwbWjMideTg,Gondola Bar,The Strip,3355 S Las Vegas Blvd,Las Vegas,NV,89109.0,5.0,3,Null,Null,2.0,Null,Null,Null,Null,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,0.0,1.0,0.0
Zf79K5QvjpT26M9OMt55sw,Festival Buffet,Null,2400 N Rancho Dr,Las Vegas,NV,89130.0,2.5,34,Null,Null,1.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,0.0,Null,1.0,0.0
E6VoYfE4YDQueOHYpdyQaQ,Empire Bagels,Spring Valley,6105 S Fort Apache Rd,Las Vegas,NV,89148.0,3.0,79,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
1lByA5pD2YVqqH4_8tOBzw,Caviar Baron Fine Foods,Null,3711 Industrial Rd,Las Vegas,NV,89109.0,3.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
o0OZwd1boPVWsmu6G4YL5g,Marie Callendars,Downtown,600 E Sahara Ave,Las Vegas,NV,89104.0,3.5,26,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,2.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,0.0
phTLTkqSvylLkmz5wAwhTw,Golden China,Northwest,4416 N Rancho Dr,Las Vegas,NV,89130.0,3.5,46,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
DAkse7CKuqt1rmxuu3htIw,Terrible Herbst,Southwest,6915 Blue Diamond Rd,Las Vegas,NV,89178.0,3.0,15,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,0.0,Null,Null,Null
MmR06_kNAbmOPK-0pKvGtA,Cinnabon,Westside,4300 Meadows Ln,Las Vegas,NV,89107.0,4.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0
A6kXV4LPZsPjqWyGU-h_zw,KFC,Downtown,2312 S Maryland Pky,Las Vegas,NV,89104.0,1.5,37,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,0.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
mDmIiRv_KDCDMdidviGgoQ,Aromatherapy Garden,Westside,440 S Rampart Blvd,Las Vegas,NV,89145.0,5.0,3,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,2,Null,Null,1.0,Null,1.0,Null
zFzuJf6G8l1YWjqcmu_PgA,Salvatore's,Westside,9090 Alta Dr,Las Vegas,NV,89145.0,3.5,52,Null,Null,2.0,2.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,0.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
a2OCO4yHDEifuKzjor_yRQ,PT's,Southeast,3470 E Sunset Rd,Las Vegas,NV,89120.0,3.0,52,Null,Null,2.0,1.0,Null,Null,2.0,0.0,Null,1.0,1.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,3.0,Null,1.0,1.0,0.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,1.0,Null,1.0
etzDsNjkCyQBoJcU2a3U-g,Denny's,Southeast,9320 S Eastern Ave,Las Vegas,NV,89123.0,3.5,90,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,1.0
NIF9q-xwMzYkmFyE2BCJDQ,LIGHT Nightclub,The Strip,3950 Las Vegas Blvd S,Las Vegas,NV,89119.0,3.5,654,Null,2.0,2.0,1.0,Null,Null,3.0,0.0,Null,1.0,2.0,Null,Null,1.0,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,0.0,1.0,3.0,Null,0.0,Null,Null,Null,1.0,3,Null,Null,Null,1.0,1.0,Null
0AZCpDQpbi83NHh9uEpggQ,Ihop,Null,8876 S Eastern Ave,Las Vegas,NV,89123.0,2.0,41,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,0.0
JsAR0hNX-5zA-CMsYW4NLQ,Courtyard Deli,Westside,"3360 W Sahara Ave, Ste 110",Las Vegas,NV,89102.0,4.5,8,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,1.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
FS0SA_ysgXsQEe6aCaIrKQ,Ojax Mediterranean,Westside,4760 W Sahara Ave,Las Vegas,NV,89102.0,4.5,64,Null,Null,2.0,1.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,Null,Null,1.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
lokPfoken16iTeAJ2PAwmQ,Feast Buffet,Northwest,4949 N Rancho Dr,Las Vegas,NV,89130.0,2.5,149,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,2.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,0.0,Null,1.0,1.0
nwr-HNLERXNh31LQp6fN-A,Buster's Dawg House,Northwest,Null,Las Vegas,NV,89129.0,4.5,6,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,Null,Null,1.0,Null,Null,Null,1.0,Null,Null,1.0,Null,Null,Null,0.0,Null,Null,Null,0.0,0.0,Null,Null,1.0,Null,0.0,Null,1.0,Null,Null,Null
d4bMBIhBELF_bhkT-Sig3Q,Timbers - Cheyenne,Northwest,9180 W Cheyenne Ave,Las Vegas,NV,89129.0,3.5,62,Null,Null,2.0,1.0,Null,Null,2.0,1.0,Null,1.0,1.0,Null,1.0,0.0,Null,Null,0.0,Null,0.0,0.0,2.0,Null,1.0,1.0,1.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0
MbKPJzNM5er9bhGLoiRbvg,Double Shots Bar,Eastside,3430 E Tropicana Ave,Las Vegas,NV,89121.0,3.0,4,Null,Null,2.0,0.0,Null,Null,Null,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,1.0,1.0,Null,Null,Null,0.0,Null,Null,Null,1.0,1,Null,Null,Null,Null,Null,Null
dT9316C_MJjATvv7GByROg,Palms Pool,Null,4321 W Flamingo Rd,Las Vegas,NV,89103.0,3.0,104,Null,Null,2.0,1.0,Null,Null,3.0,0.0,Null,1.0,2.0,0.0,Null,0.0,Null,Null,0.0,Null,1.0,0.0,Null,Null,0.0,1.0,1.0,3.0,Null,1.0,Null,Null,Null,1.0,2,1.0,Null,Null,1.0,1.0,1.0
EX8EyU43VF7DwS7jKEnjvg,Wendy's,Null,6198 W Flamingo Rd,Las Vegas,NV,89103.0,2.0,26,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Ax7qOxh1OKvBOvX_iFRKRw,Food 4 Less,Eastside,3250 E Flamingo Rd,Las Vegas,NV,89121.0,3.5,11,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
pwdZMC9Q2QH2uNbUj3NDeA,Shinya Maru Ramen & Izakaya,Eastside,"4501 Paradise Rd, Ste 430",Las Vegas,NV,89169.0,4.0,85,Null,Null,0.0,2.0,Null,Null,Null,Null,Null,1.0,1.0,Null,0.0,Null,Null,Null,0.0,Null,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
arkgHRBReRqIPUP1vuPz4g,Viva Las Arepas,Westside,1134 S Rainbow Blvd,Las Vegas,NV,89146.0,4.5,127,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,1.0
EWmYNndtI9G0c2lI58vQWA,Phoenix,The Strip,300 W Sahara Ave,Las Vegas,NV,89102.0,4.5,13,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,0.0,1.0,Null,0.0,1.0,4,1.0,1.0,0.0,Null,Null,1.0
CzuZhL2h87x5Cx04swQunA,Sin City H2o To Go,Northwest,"3950 N Tenaya Way, Ste 110",Las Vegas,NV,89129.0,5.0,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
2hyciWHsqnbqdEkUvO3KuQ,Little Crown & Anchor Pub,Chinatown,4755 Spring Mountain Rd,Las Vegas,NV,89136.0,3.5,124,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,2.0,Null,1.0,1.0,1.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,1.0,Null,1.0
lsXRQ6DxyrbMFhl8croN8Q,Yuki Shaved Snow,Centennial,"8414 Farm Rd, Ste 150",Las Vegas,NV,89131.0,4.0,106,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,Null,0.0
MOd-00nJo6xwg-cZT-RBTQ,Forte Family Practice,Northwest,"9010 W Cheyenne Ave, Ste 107",Las Vegas,NV,89129.0,2.0,43,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
kx6caJ6P3DZ1tYWm5ZmJzw,Walmart Neighborhood Market,Northwest,10440 W Cheyenne Ave,Las Vegas,NV,89129.0,2.5,41,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,0.0,Null,Null,Null
ePVVYZlBCOyPqK_XYnfJWg,El Pollo Loco,Null,1985 N Martin Luther King Blvd,Las Vegas,NV,89106.0,2.5,14,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,0.0,0.0,Null,0.0,0.0,1,0.0,Null,1.0,Null,Null,1.0
pNVRNptxW2u_WhQ0Fs-g9A,8th Ave Pizza,Southwest,"11370 Southern Highlands Pkwy, Ste 110",Las Vegas,NV,89141.0,3.0,114,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
