ACTIVITY DATE,RECORD ID,NAME,ADDRESS,SITE ADDRESS,SITE CITY,SITE STATE,SITE ZIP,PROGRAM ELEMENT CODE,PROGRAM ELEMENT CODE DESCRIPTION,SERVICE DESCRIPTION,ROW ID,VIOLATION CODE,VIOLATION CODE DESCRIPTION,POINTS,SCORE,GRADE,COUNT,RATING,REVIEW,PRICE,PHONE,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Apple Pay,Good For,Parking,Bike Parking,Good for Kids,Good for Groups,Attire,Ambience,Noise Level,Alcohol,Outdoor Seating,Wi-Fi,Has TV,Caters,Good for Working,Gender Neutral Restrooms
1/28/2015,PR0010079,HAMAKAZE,"13327 W WASHINGTON BLVD  LOS ANGELES, CA 90066",13327 W WASHINGTON BLVD,LOS ANGELES,CA,90066,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVYSSQJUO,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,92,A,1,4,373,$$,13108229900,Yes,No,Yes,Yes,No,,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,,Yes
10/1/2014,PR0010982,HAMASAKU,"11043 SANTA MONICA BLVD  LOS ANGELES, CA 90025",11043 SANTA MONICA BLVD,LOS ANGELES,CA,90025,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVDRVHWGI,16F007,# 7. Proper hot and cold holding temperatures,2,90,A,1,4,386,$$$,13104797636,Yes,No,Yes,Yes,,Dinner,Valet,Yes,No,Yes,Casual,Classy,Average,Beer & Wine Only,No,No,No,No,,
10/2/2014,PR0017606,HAMASUSHI,"347 E 2ND ST  LOS ANGELES, CA 90012",347 E 2ND ST,LOS ANGELES,CA,90012,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVLAIFHDU,16F030,# 30. Food properly stored; food storage containers identified,1,95,A,1,4,1297,$$,12136803454,No,No,No,Yes,No,Dinner,Street,Yes,No,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,,
5/14/2015,PR0031600,HAMJIPARK DAUGHTER RESTAURAN,"3407 W 6TH ST STE 101-C LOS ANGELES, CA 90020",3407 W 6TH ST STE 101-C,LOS ANGELES,CA,90020,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV7BVLT5A,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,91,A,1,4,1269,$$,12133658773,No,No,Yes,Yes,No,Dinner,Street,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,No,,
11/20/2015,PR0035673,HAN BAT SHUL LUNG TANG,"4163 W 5TH ST  LOS ANGELES, CA 90020",4163 W 5TH ST,LOS ANGELES,CA,90020,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVQEYQKJ0,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,91,A,1,4.5,1576,$,12133839499,No,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",No,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,No,,Yes
2/23/2015,PR0010973,HAN KOOK SOON DAE,"730 S WESTERN AVE STE #111 LOS ANGELES, CA 90005",730 S WESTERN AVE STE #111,LOS ANGELES,CA,90005,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVXIJWDVF,16F036,"# 36. Equipment, utensils and linens: storage and use",1,91,A,1,4,21,$$,12133800020,No,No,Yes,No,No,Lunch,,No,Yes,No,Casual,,Average,No,No,No,Yes,Yes,,Yes
5/8/2015,PR0011571,HAN MI HERBS,"3134 W OLYMPIC BLVD  LOS ANGELES, CA 90006",3134 W OLYMPIC BLVD,LOS ANGELES,CA,90006,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVT33JAF0,16F023,"# 23. No rodents, insects, birds, or animals",2,93,A,1,5,2,,13237661122,,,,,,,,,,,,,,,,,,,,
3/28/2016,PR0018810,HAN MI JUNG,"4100 W PICO BLVD STE #12 LOS ANGELES, CA 90019",4100 W PICO BLVD STE #12,LOS ANGELES,CA,90019,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVODSUK0N,16F039,# 39. Wiping cloths: properly used and stored,1,90,A,1,4.5,41,$$,13237359200,Yes,Yes,Yes,Yes,No,Lunch,"Street, Private Lot",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,No,,Yes
12/15/2014,PR0038859,HANA ICHIMONME,"333 S ALAMEDA ST STE #303 LOS ANGELES, CA 90013",333 S ALAMEDA ST STE #303,LOS ANGELES,CA,90013,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVJEPDJYN,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,92,A,1,4,379,$,12136263514,No,No,Yes,Yes,No,"Lunch, Dinner","Garage, Validated",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,,
4/6/2016,PR0176453,HANCOR SHELL,"2600 N FIGUEROA ST LOS ANGELES, CA 90065",2600 N FIGUEROA ST,LOS ANGELES,CA,90065,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVLVTVVTP,16F006,# 6. Adequate handwashing facilities supplied & accessible,2,94,A,1,2.5,4,,13232224595,,,,Yes,,,,,,,,,,,,,,,,
7/20/2016,PR0180986,HANDI KABAB HOUSE,"360 S ALVARADO ST # 1 LOS ANGELES, CA 90057",360 S ALVARADO ST # 1,LOS ANGELES,CA,90057,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVEY0BNTM,16F030,# 30. Food properly stored; food storage containers identified,1,95,A,1,4.5,72,$,12132632052,Yes,Yes,Yes,Yes,No,,,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,Yes,,Yes
12/1/2015,PR0146289,HANDSOME COFFEE,"582 S MATEO ST LOS ANGELES, CA 90013",582 S MATEO ST,LOS ANGELES,CA,90013,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVFKXXRJT,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,91,A,1,4,465,$$,15106533394,,,Yes,Yes,Yes,,"Street, Private Lot",Yes,,,,,,,Yes,No,,No,Yes,
12/17/2014,PR0005408,HANDY J CAR WASH,"12681 W WASHINGTON BLVD  LOS ANGELES, CA 90066",12681 W WASHINGTON BLVD,LOS ANGELES,CA,90066,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVT3DR0S0,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,98,A,1,2.5,361,,13103986211,,,,Yes,,,,,,,,,,,,,,,,
5/29/2015,PR0039066,HANK'S BAR AND PARTY ROOM,"838 S GRAND AVE  LOS ANGELES, CA 90017",838 S GRAND AVE,LOS ANGELES,CA,90017,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVW61QBBL,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,99,A,1,4,200,$,12136237718,No,,,Yes,No,,Street,Yes,,Yes,,Divey,Average,Full Bar,No,,Yes,,,
12/30/2014,PR0042991,HANNAM CHAIN SNACK BAR,"2740 W OLYMPIC BLVD LOS ANGELES, CA 90006",2740 W OLYMPIC BLVD,LOS ANGELES,CA,90006,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV6GAWRV7,16F026,"# 26. Approved thawing methods used, frozen food maintained frozen",1,90,A,1,3.5,160,$$,12133822922,No,No,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,No,,
12/30/2014,PR0013988,HANNAM CHAIN SUPERMARKET,"2740 W OLYMPIC BLVD  LOS ANGELES, CA 90006",2740 W OLYMPIC BLVD,LOS ANGELES,CA,90006,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",ROUTINE INSPECTION,IVI0AMMNX,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,90,A,1,3.5,160,$$,12133822922,No,No,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,No,,
11/19/2014,PR0029619,HANNOSUKE,"3760 S CENTINELA AVE # #112 LOS ANGELES, CA 90066",3760 S CENTINELA AVE # #112,LOS ANGELES,CA,90066,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVMGT3A4L,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,90,A,1,4,275,$,13103974676,No,No,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,No,,
5/8/2015,PR0013792,HANSAMIN U.S.A.,"3130 W OLYMPIC BLVD STE 120 LOS ANGELES, CA 90006",3130 W OLYMPIC BLVD STE 120,LOS ANGELES,CA,90006,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVBSSDUOE,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,97,A,1,5,1,$,13237378888,,,,Yes,,,Private Lot,Yes,,,,,,,,,,,,
11/13/2014,PR0020614,HANSOL LUNCHBOX,"2520 W 8TH ST STE 101 LOS ANGELES, CA 90057",2520 W 8TH ST STE 101,LOS ANGELES,CA,90057,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVNTQQHQC,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,91,A,1,4,4,,12134873550,Yes,Yes,,,,,,,,,,,,,,,,,,
4/14/2015,PR0039063,HAPPY CORNER,"4584 S CENTINELA AVE  LOS ANGELES, CA 90066",4584 S CENTINELA AVE,LOS ANGELES,CA,90066,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVWX3WNJB,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,99,A,1,4,14,$,13103978733,,,No,Yes,Yes,,Private Lot,Yes,,,,,,,,,,No,,
5/15/2015,PR0016941,HAPPY COW DINER,"404 S FIGUEROA ST STE 602 LOS ANGELES, CA 90071",404 S FIGUEROA ST STE 602,LOS ANGELES,CA,90071,1637,RESTAURANT (61-150) SEATS MODERATE RISK,ROUTINE INSPECTION,IVKM8K0CL,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,93,A,1,2,30,$,12136246838,No,No,Yes,Yes,,,Garage,,Yes,Yes,Casual,Casual,Quiet,No,No,,No,Yes,,
3/31/2015,PR0042138,HAPPY DONUTS,"4157 EAGLE ROCK BLVD STE #5 LOS ANGELES, CA 90065",4157 EAGLE ROCK BLVD STE #5,LOS ANGELES,CA,90065,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVNBG6O0C,16F023,"# 23. No rodents, insects, birds, or animals",2,96,A,1,4.5,10,$$,13232543133,,,,Yes,,,,,,,,,,,,,,,,
10/17/2014,PR0008102,HAPPY ENDING BAR,"7038 W SUNSET BLVD  LOS ANGELES, CA 90028",7038 W SUNSET BLVD,LOS ANGELES,CA,90028,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVNYTC3YF,16F007,# 7. Proper hot and cold holding temperatures,4,93,A,1,3,647,$$,,No,,,Yes,,,"Valet, Street",Yes,,Yes,,Casual,Very Loud,Full Bar,No,No,Yes,,,
12/29/2014,PR0048329,HAPPY FISH MARKET,"1658 W MANCHESTER AVE  LOS ANGELES, CA 90047",1658 W MANCHESTER AVE,LOS ANGELES,CA,90047,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVLOJFLHH,16F030,# 30. Food properly stored; food storage containers identified,1,90,A,1,4,12,$,13237502233,No,No,Yes,Yes,No,,"Street, Private Lot",No,Yes,No,Casual,,Average,No,No,No,No,Yes,,
12/1/2015,PR0172809,HAPPY PANDA FAST FOOD,"5161 POMONA BLVD STE 103 LOS ANGELES, CA 90022",5161 POMONA BLVD STE 103,LOS ANGELES,CA,90022,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVN0CHWPQ,16F001,# 1a. Demonstration of knowledge,2,92,A,1,3.5,20,$,13232682003,Yes,Yes,Yes,Yes,,Brunch,,Yes,Yes,Yes,Casual,,Average,No,No,Free,Yes,,,
2/19/2015,PR0044157,HAPPY RICE CAKE HOUSE,"855 S WESTERN AVE  LOS ANGELES, CA 90005",855 S WESTERN AVE,LOS ANGELES,CA,90005,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVO9Y9TG9,16F007,# 7. Proper hot and cold holding temperatures,4,92,A,1,3.5,10,,12133883341,Yes,No,Yes,,,,,,Yes,Yes,Casual,,,,,,No,,,
1/7/2015,PR0040454,HAPPY SUSHI AND IZAKAYA,"11905 W OLYMPIC BLVD  LOS ANGELES, CA 90064",11905 W OLYMPIC BLVD,LOS ANGELES,CA,90064,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVDH3SKDF,16F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",1,90,A,1,3,36,$$,14242483263,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,Yes,Free,Yes,Yes,,
5/23/2016,PR0178919,HAPPY TACO,"1309 S HOOVER ST LOS ANGELES, CA 90006",1309 S HOOVER ST,LOS ANGELES,CA,90006,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVFFA6KZQ,16F052,# 1b. Food safety certification,2,96,A,1,4.5,204,$,12133841309,No,No,Yes,Yes,No,"Brunch, Lunch, Dinner, Late Night",Street,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,,Yes
1/14/2015,PR0035314,HAPPY TOM'S BURGER,"1807 W SUNSET BLVD  LOS ANGELES, CA 90026",1807 W SUNSET BLVD,LOS ANGELES,CA,90026,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVLAYPWXN,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,96,A,1,3.5,123,$,12134837077,No,Yes,Yes,Yes,No,"Breakfast, Brunch, Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,,
1/25/2016,PR0151111,HAPPY'S LIQUOR,"405 S INDIANA ST LOS ANGELES, CA 90063",405 S INDIANA ST,LOS ANGELES,CA,90063,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVOZR8ZMF,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,99,A,1,2.5,2,$,,,,Yes,Yes,No,,,Yes,,,,,,,,,,No,,
10/8/2014,PR0013621,HARA SUSHI,"12222 WILSHIRE BLVD STE 101 LOS ANGELES, CA 90025",12222 WILSHIRE BLVD STE 101,LOS ANGELES,CA,90025,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVKWWMNXC,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,94,A,1,3.5,997,$$,13108201021,No,No,Yes,Yes,No,Dinner,"Garage, Street",Yes,Yes,Yes,Casual,Casual,Loud,Beer & Wine Only,No,No,Yes,No,,
10/10/2014,PR0007269,HARD ROCK CAFE HOLLYWOOD,"6801 HOLLYWOOD BLVD STE 105 LOS ANGELES, CA 90028",6801 HOLLYWOOD BLVD STE 105,LOS ANGELES,CA,90028,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVAU8D9KS,16F039,# 39. Wiping cloths: properly used and stored,1,91,A,1,4,48,,13236067150,,,,,,,Garage,Yes,Yes,,,,,,,,,,,
11/6/2014,PR0122790,HARD TIMES PIZZA,"1311 N GLENDALE BLVD STE #G LOS ANGELES, CA 90026",1311 N GLENDALE BLVD STE #G,LOS ANGELES,CA,90026,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVFCZMYPX,16F025,# 25. Personal cleanliness and hair restraints,1,91,A,1,4,146,$,12134131900,No,Yes,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,,
1/20/2015,PR0129530,HARIKAWA,"10914 PICO BLVD LOS ANGELES, CA 90064",10914 PICO BLVD,LOS ANGELES,CA,90064,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVV6LR3BL,16F039,# 39. Wiping cloths: properly used and stored,1,90,A,1,3.5,326,$$,13104700014,Yes,No,Yes,Yes,,,Street,No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,,
2/5/2015,PR0033954,HARLOWE,"7321 SANTA MONICA BLVD  LOS ANGELES, CA 90046",7321 SANTA MONICA BLVD,LOS ANGELES,CA,90046,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV2JVDO44,16F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",1,93,A,1,4,310,$$,13238765839,Yes,,,Yes,No,,Street,Yes,,Yes,,"Hipster, Casual, Trendy",Average,Full Bar,Yes,No,No,,,
11/26/2014,PR0031582,HAROLD & BELLE'S CREOLE RESTAURANT,"2920 W JEFFERSON AVE LOS ANGELES, CA 90018",2920 W JEFFERSON AVE,LOS ANGELES,CA,90018,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVXJTAFEB,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,94,A,1,3.5,609,$$,13237359918,Yes,No,Yes,Yes,No,Dinner,Valet,No,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,,
12/19/2014,PR0035788,HARRIS MARKET,"10624 JUNIPER ST  LOS ANGELES, CA 90002",10624 JUNIPER ST,LOS ANGELES,CA,90002,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IVHCFH3AE,16F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",1,98,A,1,5,8,$$,13235691944,,,Yes,Yes,,,Street,Yes,,,,,,,,,,,,
10/21/2014,PR0041615,HARRY'S WINE & SPIRITS,"11684 SAN VICENTE BLVD  LOS ANGELES, CA 90049",11684 SAN VICENTE BLVD,LOS ANGELES,CA,90049,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVP1GTH80,16F036,"# 36. Equipment, utensils and linens: storage and use",1,98,A,1,4.5,28,$$,13108209988,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
10/2/2015,PR0170403,HARTS CAFE,"6655 HOLLYWOOD BLVD # 3 LOS ANGELES, CA 90028",6655 HOLLYWOOD BLVD # 3,LOS ANGELES,CA,90028,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVGAUENMD,16F004,"# 4. Proper eating, drinking, or tobacco use",2,92,A,1,4,130,$,13234659973,No,Yes,Yes,Yes,Yes,"Breakfast, Brunch, Lunch",Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,Yes,Yes,Yes
10/6/2014,PR0023957,HARVEST CAFE,"12121 WILSHIRE BLVD STE 110 LOS ANGELES, CA 90025",12121 WILSHIRE BLVD STE 110,LOS ANGELES,CA,90025,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVMDD7DFZ,16F001,# 1a. Demonstration of knowledge,2,90,A,1,3.5,15,$,13102076611,No,Yes,Yes,Yes,No,,,No,Yes,No,Casual,,Quiet,No,No,No,Yes,Yes,,
10/1/2014,PR0016953,HASHI,"442 E 2ND ST  LOS ANGELES, CA 90012",442 E 2ND ST,LOS ANGELES,CA,90012,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVMOAXGB6,16F039,# 39. Wiping cloths: properly used and stored,1,94,A,1,4,219,$$,12136170237,Yes,No,Yes,Yes,No,"Lunch, Dinner",,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,,
7/11/2016,PR0177865,HASHTAG#COFFEE&TEA,"2321 S HOOVER ST LOS ANGELES, CA 90007",2321 S HOOVER ST,LOS ANGELES,CA,90007,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVDCD0IN7,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,93,A,1,4.5,184,$,12137481619,,,Yes,Yes,Yes,,"Street, Private Lot",Yes,,,,,,,No,Paid,,,Yes,
1/22/2015,PR0037587,HAUS,"3826 W 6TH ST  LOS ANGELES, CA 90020",3826 W 6TH ST,LOS ANGELES,CA,90020,1638,RESTAURANT (61-150) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IV60J57JD,16F036,"# 36. Equipment, utensils and linens: storage and use",1,93,A,1,3.5,1019,$$,12138087181,Yes,Yes,Yes,Yes,No,"Late Night, Dessert","Valet, Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,,
10/7/2014,PR0046872,HAWAIIAN  CHICKEN,"686 N SPRING ST  LOS ANGELES, CA 90012",686 N SPRING ST,LOS ANGELES,CA,90012,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVF2X0SVL,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,90,A,1,3.5,36,$,12138403317,No,No,Yes,No,,,,Yes,Yes,Yes,Casual,,Average,No,Yes,No,No,,,
11/2/2015,PR0170854,HAWAIIAN BBQ HOUSE,"3552 W 3RD ST LOS ANGELES, CA 90020",3552 W 3RD ST,LOS ANGELES,CA,90020,1632,RESTAURANT (0-30) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVZO2MOQX,16F014,# 14. Food contact surfaces: clean and sanitized,4,82,B,1,3,43,$,12133809688,No,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",No,Yes,No,Casual,Casual,Average,No,No,No,No,Yes,,
12/11/2014,PR0020209,HAWKINS HOUSE OF BURGERS,"11603 1/2 S SLATER ST LOS ANGELES, CA 90059",11603 1/2 S SLATER ST,LOS ANGELES,CA,90059,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVNCZHDC5,16F039,# 39. Wiping cloths: properly used and stored,1,93,A,1,4.5,896,$,13235631129,No,No,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",No,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,Free,Yes,Yes,,
12/15/2014,PR0152743,HAYWORTH RESTAURANT,"2501 WILSHIRE BLVD LOS ANGELES, CA 90057",2501 WILSHIRE BLVD,LOS ANGELES,CA,90057,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IV7SBPN0E,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,94,A,1,3.5,30,,13232487805,,,,,,,,,No,,,,,,,,,,,
12/11/2015,PR0046159,HBO CAFE,"4650 W SUNSET BLVD  LOS ANGELES, CA 90027",4650 W SUNSET BLVD,LOS ANGELES,CA,90027,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVGHEP0A0,16F021,# 21. Hot and cold water available,2,93,A,1,3,14,$$,13233615252,No,No,Yes,Yes,No,,Garage,Yes,Yes,Yes,Casual,,Quiet,No,Yes,Free,No,No,,
1/13/2015,PR0033024,HEADLINES,"10922 KINROSS AVE  LOS ANGELES, CA 90024",10922 KINROSS AVE,LOS ANGELES,CA,90024,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV5WE0MDE,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,3.5,222,$,13102082424,No,No,Yes,Yes,No,Breakfast,Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,Free,No,No,,Yes
11/13/2014,PR0144507,HEALING COFFEE ROASTERS,"5007 W PICO BLVD LOS ANGELES, CA 90019",5007 W PICO BLVD,LOS ANGELES,CA,90019,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVOD0XMFX,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,4.5,116,$$,13239343837,,,Yes,Yes,No,,"Street, Private Lot",Yes,,,,,,,,,,No,,Yes
4/8/2015,PR0160735,HEARTY DELI,"1618 CORINTH AVE LOS ANGELES, CA 90025",1618 CORINTH AVE,LOS ANGELES,CA,90025,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVZ4D6SLI,16F007,# 7. Proper hot and cold holding temperatures,2,97,A,1,3.5,28,$,13104798616,No,No,Yes,Yes,Yes,,Street,Yes,No,No,Casual,Divey,Average,No,Yes,No,No,No,,
10/29/2015,PR0037051,HEAVEN MARKET,"266 S RAMPART BLVD  LOS ANGELES, CA 90057",266 S RAMPART BLVD,LOS ANGELES,CA,90057,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVTFO0TZE,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,95,A,1,4,1,$$,12133831940,,,,Yes,,,,Yes,,,,,,,,,,No,,
5/12/2015,PR0036984,HEAVENLY CAKE CREATIONS,"2916 W VERNON AVE  LOS ANGELES, CA 90008",2916 W VERNON AVE,LOS ANGELES,CA,90008,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVHXQ4NUF,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,97,A,1,4.5,15,$,13232904700,,No,Yes,Yes,No,,Street,Yes,,,,,,,,,,Yes,,
4/3/2015,PR0147079,HEAVENLY SCOOPS,"2108 W MANCHESTER AVE STE B LOS ANGELES, CA 90047",2108 W MANCHESTER AVE STE B,LOS ANGELES,CA,90047,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVMQVSNCW,16F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",1,90,A,1,5,2,$,13233051465,,,,No,,,Street,Yes,,,,,,,,No,,,,
10/3/2014,PR0043081,HECHO EN MEXICO,"4976 E HUNTINGTON DR S  LOS ANGELES, CA 90032",4976 E HUNTINGTON DR S,LOS ANGELES,CA,90032,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IV1IFGP0N,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,90,A,1,3,152,$$,13232260010,Yes,No,Yes,Yes,Yes,"Breakfast, Brunch, Dinner",Street,Yes,Yes,Yes,Casual,,Average,Full Bar,Yes,No,Yes,Yes,,
4/9/2015,PR0035063,HELO CHEVRON,"2427 FLETCHER DR  LOS ANGELES, CA 90039",2427 FLETCHER DR,LOS ANGELES,CA,90039,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVQUZYDK2,16F023,"# 23. No rodents, insects, birds, or animals",2,90,A,1,2,5,,13236632541,,,,Yes,,,,,,,,,,,,,,,,
4/23/2015,PR0039828,HELPING HAND GIFT SHOP,"8700 BEVERLY BLVD # 2605 LOS ANGELES, CA 90048",8700 BEVERLY BLVD # 2605,LOS ANGELES,CA,90048,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVVCIGPCJ,16F046,# 46. Signs posted; last inspection report available,1,99,A,1,4.5,74,$$,13236536531,,,,Yes,,,Street,Yes,,,,,,,,,,,,
