business_id,zip_code,violations,current_demerits,inspection_demerits,inspection_grade,current_score,inspection_score,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
UiBRXZKRV9EpU9EpERZIFw,89103,3,20,20,A,95.0,95.0,4.0,19,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,1,0,-1,1,1,1,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8L_eeOwZryvlUEO42Zq8nQ,89135,130,198,310,B,95.0,88.07692308,3.5,115,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
hPtLBHnfTjIefcnwZh48jA,89014,56,108,97,A,95.0,91.66666667,3.5,31,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,2,-1,1,0,-1,0,1,2,1,1,1,-1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
DX690eOaqO7CK2Qr6__rMQ,89104,106,165,333,B,95.0,87.0,4.0,9,-1,-1,1,0,-1,-1,-1,1,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
t8w-NFL8B9E2IdOqj5MQng,89118,11,32,41,A,95.0,92.5,4.0,4,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,1,0,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
_7kVnn5_19ckuFPS9PCrpQ,89148,1,3,3,A,95.0,95.0,3.5,85,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3ZHyw0d8mk0HOEP7v4fW1A,89103,39,3,55,B,95.0,86.25,4.0,220,-1,-1,1,1,-1,2,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,2,-1,-1,1,-1,0,-1,0,0,-1,1,1,2,1,1,1,-1,1,1,0,-1,1,2,-1,-1,-1,-1,-1,-1,1
XBIaV-NJ-OxyAd_rsiBr2A,89139,46,58,96,B,95.0,88.33333333,1.5,10,-1,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
gBy6UXTpoSHhW6qd15XU0g,89117,19,6,26,A,95.0,95.0,4.0,200,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,4,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,1,0,0,0,-1,4,-1,-1,-1,-1,-1,-1,1
qkyCuFJF2Uboh6n2Lmuwlg,89102,57,78,147,A,95.0,90.38461538,3.0,687,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,0,0,-1,2,-1,1,-1,1,1,-1,0
izvmwI3kSYIt-a6vA4gUMw,89032,31,33,46,B,95.0,89.54545455,3.0,19,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,1,1,1,0,0,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
HbN0Qx_4QnzPcVNZy9PUVA,89149,27,0,59,A,95.0,94.16666667,3.5,44,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QcdKTLeP3J5Ki-fVcPZkfA,89146,90,144,185,B,95.0,89.73684211,4.0,45,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
OwL4BM7GchsxBXxWrkmmqw,89130,32,54,61,B,95.0,88.0,3.0,22,-1,-1,0,1,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24f5ie972m_bYpirVW-dZA,89117,42,54,100,C,95.0,78.88888889,3.5,10,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,2,-1,0,0,-1,1,1,2,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
i5vy3X8WBjQ-F7P8HqC7KA,89104,94,84,244,B,95.0,85.0,4.5,5,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,1,0,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
sUMi2q41l4AzOsmJMRY8zQ,89183,26,64,77,A,95.0,94.0,3.5,133,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,1,-1,2,-1,0,0,-1,0,1,2,0,0,1,-1,1,1,0,0,-1,3,-1,-1,-1,-1,-1,-1,0
WSGHEQdcdbBWXDpna99EiQ,89128,57,55,193,A,95.0,91.11111111,3.5,119,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,0,-1,2,-1,-1,-1,1,1,-1,-1
wqFkAsxYPA5tcdSkYMtrrw,89146,37,94,84,B,95.0,86.25,2.5,67,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,0,-1,1,3,-1,-1,-1,-1,-1,-1,-1
f5sSn5cO4t6mF_mdnzKkyA,89130,121,132,245,B,95.0,86.81818182,2.5,29,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6-lmL3sC-axuh8y1SPSiqg,89128,53,6,122,B,95.0,87.94117647,3.5,75,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,3,-1,-1,-1,-1,-1,-1,0
D0lM6bi-sovThoQdRVGgGg,89146,3,6,6,A,95.0,95.0,3.5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GdE5ZF7XMDyjwBVB_5qszA,89147,14,48,36,A,95.0,95.0,4.0,27,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,1,1,2,0,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2nEhcvxBZk2W4x_fi0cYxw,89110,57,70,138,A,95.0,92.22222222,2.5,13,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,1,-1,0,0,1,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
LA9j7bDQLkDmLspdHwL3Bg,89110,57,70,138,A,95.0,92.22222222,4.0,16,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oYWixgv1kiPV1j02TYzaPA,89102,68,120,143,B,95.0,86.0,3.0,97,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,-1,-1,0,-1,1,-1,0,0,-1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
mVIU34pAjLCmRpftGPaH1A,89148,23,45,48,A,95.0,95.0,4.0,32,-1,-1,1,3,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,0,0,-1,1,-1,0,0,-1,0,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3AEWSso6YdRb00SICNKn7Q,89123,1,8,8,A,95.0,95.0,4.0,33,-1,-1,2,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nGjqCFbLPeBJe55Mx-nIEw,89110,64,263,129,A,86.17647059,92.05882353,4.5,44,-1,-1,0,0,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,1,2,-1,-1,-1,-1,-1,-1,0
ru35Z92NtGynsmw0iZDarQ,89148,82,126,166,A,95.0,92.22222222,3.5,141,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,-1,0,1,-1,1,2,-1,-1,-1,-1,-1,-1,-1
ygW1BY7co1ioTKmeWzJt-Q,89108,56,121,134,B,95.0,88.52941176,4.0,5,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
RZGxU6bCoqgbi7xVB_UckQ,89108,56,121,134,B,95.0,88.52941176,3.0,53,-1,-1,0,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,-1,0,-1,3,-1,-1,-1,-1,-1,-1,0
Qy_tDaVTWlS14fEglzo1Tg,89117,79,84,137,A,95.0,93.0,4.0,375,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,1,2,-1,1,1,-1,1,-1,1,0,-1,0,1,2,0,0,1,-1,1,1,0,0,-1,2,-1,1,-1,1,1,-1,0
AeOHcC1tKrogRUfKJ8OCqg,89117,20,69,37,A,95.0,95.0,3.5,40,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,-1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
l3oWxCf7Y-X-fgAxNVR7-A,89103,32,39,72,A,95.0,94.16666667,2.5,8,-1,-1,2,0,-1,-1,2,1,-1,1,1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,1,1,1,-1,0,0,-1,0,1,1,1,0,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0
y2plF1wqtEiOdzArakENfg,89139,1,5,5,A,95.0,95.0,4.5,6,-1,-1,-1,0,-1,-1,-1,1,-1,1,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,1,1,1,1,1,-1,1,0,0,-1,1,3,-1,1,-1,1,-1,-1,1
gqqHdBJqOVHDMy3jAdSkmw,89117,33,60,105,B,95.0,86.66666667,4.0,22,-1,-1,2,0,-1,-1,-1,1,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
vWcDq3HDcN8PsoErage4jA,89178,7,12,12,A,95.0,95.0,2.5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
G8LBVca1vOBKYeMCMpajGA,89118,142,6,285,B,95.0,84.34782609,3.5,71,-1,-1,0,2,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,4,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,0,0,-1,4,-1,-1,-1,-1,-1,-1,-1
YnrJNjZsLIhvldYHtkxKrA,89103,32,100,105,B,95.0,89.0,3.0,93,-1,-1,1,1,-1,-1,3,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,1,1,-1,1,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AQKOuwrOCacAhd-jfFMABA,89104,50,50,105,A,95.0,91.0,2.5,19,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,0,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8pLlsYgvrC5SJL1Con8FYw,89145,7,21,21,A,95.0,95.0,3.5,26,-1,-1,2,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,1,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9GPTELAPPpT5vUxad9AoCw,89119,24,3,44,A,95.0,95.0,4.0,47,-1,-1,0,2,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1
JCiglfoF09JqfR_gn6XYcA,89129,30,72,60,A,95.0,95.0,2.5,18,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,0,-1,0,0,-1,1,1,2,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8eSmXnZG0N1GRsqiFeU9uA,89119,34,8,65,A,95.0,93.33333333,4.0,150,-1,-1,1,1,-1,-1,-1,1,-1,1,4,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,0,-1,1,1,1,-1,-1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,1,-1,-1
ybHlmdUHLPKfv85bRK4Wtw,89123,18,24,30,A,95.0,95.0,4.5,1014,-1,-1,0,3,-1,-1,-1,1,0,1,1,0,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,1,0,1,2,1,-1,-1,-1,1,1,0
r-KT6NlBbfxR_L3t98qiDQ,89147,39,21,76,A,95.0,90.71428571,4.0,14,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
iRFaq249LVEFGeXLzPULnQ,89109,132,57,232,B,95.0,89.70588235,4.0,124,-1,-1,2,1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,0,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,0,1,2,0,1,1,-1,1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,1
X6TD8xLS_KMneyOGquOSVQ,89178,21,54,45,A,95.0,95.0,3.5,30,-1,-1,2,1,-1,-1,3,1,0,1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,0,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
64o_nYvzIKwHFOSYSEm-qw,89123,25,13,53,A,95.0,95.0,3.5,279,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,1,0,-1,1,1,2,0,0,1,-1,1,0,0,-1,-1,2,-1,-1,-1,-1,1,-1,-1
tXqaK0lBEE1XJbzDPsdFvg,89118,25,88,64,B,95.0,86.36363636,3.5,253,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,4,-1,-1,0,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,1,1,0,1,1,4,-1,1,-1,1,1,-1,-1
2HxaDXZmAOH6LiuzGgNdPA,89118,25,88,64,B,95.0,86.36363636,3.0,196,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,1,0,-1,-1,2,-1,-1,-1,1,1,-1,0
5T0h9YCsXiDZyBsVIN9gcg,89128,70,88,133,A,95.0,91.15384615,3.5,343,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1
fDpiXePaeKqbOfoxXxUKyw,89108,34,18,119,C,95.0,78.88888889,2.5,13,-1,-1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,-1,0,-1,0,0,-1,1,1,2,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zd4UKCoCc6P1305dummwyQ,89149,6,24,18,A,95.0,95.0,3.0,43,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
dVhGY-mNwTWQzK01Zxuclw,89103,104,160,305,B,95.0,88.0,3.5,291,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,0,1,1,-1,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1
4k3RlMAMd46DZ_JyZU0lMg,89102,135,86,268,B,95.0,89.76190476,4.0,1291,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,1,1,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,1,-1,1
U_svUGP1XhMTC0_GTZXpGA,89147,24,91,30,A,95.0,94.16666667,4.0,220,-1,-1,0,1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,0,1,2,0,-1,1,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1
lmNpuLiA6Jtn3lL2Ec43Qw,89104,142,36,319,B,94.58333333,88.75,3.5,13,-1,-1,0,0,-1,-1,3,0,-1,1,1,-1,1,-1,-1,-1,-1,0,0,1,0,-1,-1,1,-1,0,-1,0,0,-1,0,1,1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ezuzSOrWu3KhFKTtVAMWlQ,89102,14,60,40,A,85.0,91.66666667,4.5,19,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,1,0,-1,1,1,1,1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0IbboCQAEQlROAv5PKKO_Q,89128,5,10,10,A,95.0,95.0,4.5,17,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
oQwadWTYQWahuj9N-68yPA,89139,22,8,44,A,95.0,90.0,4.0,7,-1,-1,0,0,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,1,1,1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MQiNywdecInMlkW06WYaCg,89134,20,0,44,A,95.0,93.33333333,3.5,73,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,0,-1,1,0,-1,0,1,2,1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BthL-DpmauWs0-tDewBWug,89101,3,8,8,A,95.0,95.0,4.0,4,-1,-1,0,1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,-1,1,1,1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JyxHvtj-syke7m9rbza7mA,89118,96,66,231,B,95.0,88.33333333,3.5,1750,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,0,0,-1,0,1,2,0,1,1,-1,-1,0,0,1,-1,2,-1,-1,-1,-1,-1,-1,-1
GxfgOFgUhv2rfr3FXVWfCg,89119,37,86,80,A,95.0,95.0,4.0,194,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,0,0,1,-1,1,0,1,1,-1,2,-1,1,-1,-1,-1,-1,-1
Asy49gKgikq_NkYsC_7c0Q,89141,67,133,146,A,95.0,91.66666667,2.5,107,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,0,-1,0,1,1,0,0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
fzpnaYOqBDjKnnAgFcgR8A,89108,25,57,43,A,95.0,95.0,4.5,44,-1,-1,2,0,-1,-1,3,1,-1,1,1,-1,1,0,-1,-1,0,-1,0,0,3,-1,1,1,0,1,-1,0,0,-1,0,1,2,0,1,1,1,1,1,0,-1,-1,3,-1,-1,1,-1,-1,-1,-1
1nM-ES-xVqL0yQGTCwtd-Q,89145,44,30,70,A,95.0,94.16666667,3.5,59,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1
07gh-AImcEcWQ2bew-jprg,89102,46,14,106,B,95.0,87.85714286,3.5,103,-1,-1,1,1,-1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,0,-1,1,-1,0,0,-1,0,1,2,1,1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
n0yMrpye4tLpmaTSzXRGuw,89123,14,8,41,A,95.0,92.5,3.5,10,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,1,1,2,0,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TUpyKJFqL_ySZMo54pT-Sw,89156,27,30,49,A,95.0,94.0,3.5,48,-1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,-1,0,1,1,0,0,1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0
yo8yB3hdqvbvj8huzXpKWQ,89103,68,84,155,A,95.0,91.0,4.5,147,-1,-1,0,1,-1,-1,-1,1,-1,1,2,-1,1,-1,-1,-1,0,-1,-1,1,3,-1,-1,1,-1,1,-1,0,0,-1,1,1,1,0,1,1,-1,1,1,0,-1,-1,3,-1,-1,-1,-1,-1,-1,1
t4bBKVXbr8bIN9nEJIobYg,89129,69,112,164,B,95.0,89.70588235,4.0,315,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,0,0,-1,0,1,2,0,1,1,-1,1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1
w0ArxcJ0XsyK1ZwrIf3gpA,89117,45,9,80,A,95.0,91.0,4.0,75,-1,-1,2,2,-1,-1,3,0,-1,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,1,1,1,1,-1,0,0,-1,0,1,1,0,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
RQu_Bv7EFf5NKMnh_3E7Ag,89147,26,0,45,A,95.0,93.75,3.5,238,-1,-1,2,1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,0,-1,-1,0,2,-1,-1,1,-1,1,-1,1,0,-1,0,1,2,1,1,1,-1,1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
